lead_id,created_at,campaign_id,source,channel,project_interest,unit_type_interest,budget_min,budget_max,preferred_location,nationality,residency_country,customer_segment,purchase_purpose,financing_preference,lead_score,sales_agent_id,broker_id,first_response_at,first_contact_at,last_activity_at,current_stage,loss_reason,qualification_status,appointment_date,site_visit_date,sale_id,estimated_deal_value,marketing_consent,duplicate_flag
LEA-007361,2025-05-02 00:00:00,CMP-0070,Broker Referral,Brokers,HVW,Townhouse,8261000.0,11177000.0,6th of October City,Egyptian,Egypt,Investor,Rental Income,Developer Payment Plan,74,AGT-026,BRK-07,2025-05-02 00:36:29,2025-05-02 02:00:59,2025-05-02 02:00:59,lost,Price Objection,Unqualified,,,,9719000.0,False,False
LEA-007362,2026-05-03 00:00:00,CMP-0078,Call Center,Call Center,HVW,Apartment,8184000.0,11073000.0,6th of October City,Egyptian,Egypt,High Net Worth,Investment / Resale,Cash,54,AGT-027,,2026-05-03 00:30:33,2026-05-03 02:44:20,2026-05-22 20:24:39,contract,,Qualified,2026-05-07,2026-05-09,SAL-000693,9629000.0,True,False
LEA-007363,2024-12-05 00:00:00,CMP-0057,Events,Events,HVW,Townhouse,9297000.0,12578000.0,6th of October City,Jordanian,Jordan,High Net Worth,Primary Residence,Cash,61,AGT-021,,2024-12-05 00:55:38,2024-12-05 04:23:49,2024-12-13 09:15:30,dormant,,Qualified,2024-12-12,2024-12-13,,10938000.0,True,False
LEA-007364,2026-05-05 00:00:00,CMP-0058,Outdoor,Outdoor,HVW,Apartment,12090000.0,16357000.0,6th of October City,Egyptian,Egypt,High Net Worth,Investment / Resale,Developer Payment Plan,55,AGT-024,,2026-05-05 00:47:58,2026-05-05 03:00:01,2026-05-07 15:11:58,dormant,,Qualified,,,,14223000.0,True,False
LEA-007365,2024-12-01 00:00:00,CMP-0062,TikTok,TikTok,HVW,Townhouse,12115000.0,16391000.0,6th of October City,Egyptian,Egypt,Investor,Second Home,Cash,50,AGT-027,,,,2024-12-01 00:00:00,lost,Budget Mismatch,Unqualified,,,,14253000.0,True,False
LEA-007366,2026-06-05 00:00:00,CMP-0059,Property Portals,Property Portals,HVW,Townhouse,8416000.0,11387000.0,6th of October City,Emirati,UAE,Mass Affluent,Rental Income,Undecided,42,AGT-022,,2026-06-05 00:21:28,2026-06-05 04:45:39,2026-06-05 04:45:39,lost,Location Preference Changed,Unqualified,,,,9901000.0,True,False
LEA-007367,2025-04-23 00:00:00,CMP-0076,Property Portals,Property Portals,HVW,Apartment,7595000.0,10276000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Developer Payment Plan,59,AGT-023,,2025-04-23 00:46:14,2025-04-23 02:32:42,2025-04-24 03:46:26,dormant,,Qualified,,,,8935000.0,True,False
LEA-007368,2024-10-27 00:00:00,CMP-0060,Outdoor,Outdoor,HVW,Apartment,10893000.0,14737000.0,6th of October City,Jordanian,Jordan,First-Time Buyer,Investment / Resale,Developer Payment Plan,34,AGT-028,,,,2024-10-27 00:00:00,lost,Price Objection,Unqualified,,,,12815000.0,True,False
LEA-007369,2025-09-21 00:00:00,CMP-0079,Referrals,Referrals,HVW,Apartment,12214000.0,16524000.0,6th of October City,British,United Kingdom,Investor,Primary Residence,Undecided,38,AGT-028,,2025-09-21 01:19:39,2025-09-21 06:18:28,2025-09-21 06:18:28,lost,Financing Declined,Unqualified,,,,14369000.0,True,False
LEA-007370,2026-06-21 00:00:00,CMP-0061,Property Portals,Property Portals,HVW,Townhouse,10952000.0,14817000.0,6th of October City,Saudi,Egypt,Investor,Primary Residence,Cash,44,AGT-026,,2026-06-21 00:44:27,2026-06-21 06:43:59,2026-06-21 06:43:59,contacted,,Unqualified,,,,12885000.0,True,False
LEA-007371,2025-06-08 00:00:00,CMP-0076,Property Portals,Property Portals,HVW,Townhouse,11824000.0,15997000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Rental Income,Cash,49,AGT-022,,2025-06-08 01:02:02,2025-06-08 04:16:29,2025-06-08 04:16:29,lost,Price Objection,Unqualified,,,,13910000.0,True,False
LEA-007372,2026-05-08 00:00:00,CMP-0064,Referrals,Referrals,HVW,Apartment,10643000.0,14399000.0,6th of October City,Egyptian,Egypt,Investor,Second Home,Undecided,67,AGT-019,,2026-05-08 00:15:53,2026-05-08 05:25:23,2026-05-08 05:25:23,lost,Timeline Mismatch,Unqualified,,,,12521000.0,True,False
LEA-007373,2026-06-11 00:00:00,CMP-0058,Outdoor,Outdoor,HVW,Townhouse,12788000.0,17302000.0,6th of October City,Saudi,Saudi Arabia,First-Time Buyer,Rental Income,Undecided,66,AGT-021,,,,2026-06-11 00:00:00,new,,Unqualified,,,,15045000.0,True,False
LEA-007374,2024-10-17 00:00:00,CMP-0073,Google Display,Google Display,HVW,Apartment,13262000.0,17943000.0,6th of October City,Jordanian,Egypt,Mass Affluent,Investment / Resale,Bank Mortgage,35,AGT-022,,2024-10-17 00:11:53,2024-10-17 02:39:52,2024-10-17 02:39:52,lost,Price Objection,Unqualified,,,,15603000.0,True,False
LEA-007375,2024-08-05 00:00:00,CMP-0067,TikTok,TikTok,HVW,Townhouse,10203000.0,13804000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Primary Residence,Developer Payment Plan,25,AGT-020,,2024-08-05 00:38:30,2024-08-05 05:21:02,2024-08-16 11:49:22,dormant,,Qualified,2024-08-15,2024-08-16,,12003000.0,True,False
LEA-007376,2025-09-04 00:00:00,CMP-0076,Property Portals,Property Portals,HVW,Apartment,9974000.0,13495000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Rental Income,Developer Payment Plan,71,AGT-026,,2025-09-04 00:46:45,2025-09-04 02:13:56,2025-09-04 02:13:56,lost,Location Preference Changed,Unqualified,,,,11734000.0,False,False
LEA-007377,2025-12-04 00:00:00,CMP-0057,Events,Events,HVW,Townhouse,8722000.0,11801000.0,6th of October City,Saudi,Saudi Arabia,Investor,Rental Income,Cash,66,AGT-022,,2025-12-04 00:26:39,2025-12-04 04:56:04,2025-12-04 04:56:04,lost,Budget Mismatch,Unqualified,,,,10262000.0,True,False
LEA-007378,2025-12-11 00:00:00,CMP-0065,TikTok,TikTok,HVW,Townhouse,9133000.0,12356000.0,6th of October City,Other,Other,Investor,Second Home,Developer Payment Plan,40,AGT-025,,2025-12-11 00:35:05,2025-12-11 05:10:50,2025-12-11 05:10:50,lost,Financing Declined,Unqualified,,,,10745000.0,True,False
LEA-007379,2025-01-02 00:00:00,CMP-0072,Meta,Meta,HVW,Townhouse,13015000.0,17608000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Rental Income,Undecided,63,AGT-019,BRK-07,2025-01-02 00:29:56,2025-01-02 02:35:36,2025-01-02 02:35:36,lost,Chose Competitor Project,Unqualified,,,,15311000.0,True,False
LEA-007380,2025-12-27 00:00:00,CMP-0067,TikTok,TikTok,HVW,Apartment,9328000.0,12620000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Rental Income,Developer Payment Plan,44,AGT-023,BRK-03,2025-12-27 00:29:01,2025-12-27 06:18:47,2025-12-27 06:18:47,lost,Price Objection,Unqualified,,,,10974000.0,True,False
LEA-007381,2026-03-07 00:00:00,CMP-0063,Broker Referral,Brokers,HVW,Townhouse,9878000.0,13364000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Investment / Resale,Bank Mortgage,48,AGT-023,BRK-12,2026-03-07 00:21:08,2026-03-07 06:05:53,2026-03-10 15:41:24,dormant,,Qualified,,,,11621000.0,True,False
LEA-007382,2025-03-15 00:00:00,CMP-0073,Google Display,Google Display,HVW,Townhouse,11198000.0,15150000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Second Home,Developer Payment Plan,51,AGT-019,,,,2025-03-15 00:00:00,lost,Unresponsive,Unqualified,,,,13174000.0,True,False
LEA-007383,2024-07-13 00:00:00,CMP-0074,Organic Website,Organic Website,HVW,Townhouse,11316000.0,15309000.0,6th of October City,Egyptian,Egypt,High Net Worth,Investment / Resale,Developer Payment Plan,63,AGT-021,BRK-06,2024-07-13 00:57:57,2024-07-13 06:31:29,2024-07-16 12:08:48,dormant,,Qualified,,,,13313000.0,True,False
LEA-007384,2024-08-19 00:00:00,CMP-0058,Outdoor,Outdoor,HVW,Townhouse,11169000.0,15111000.0,6th of October City,Egyptian,Egypt,High Net Worth,Investment / Resale,Cash,52,AGT-026,,2024-08-19 00:25:25,2024-08-19 00:37:50,2024-08-19 00:37:50,lost,Financing Declined,Unqualified,,,,13140000.0,True,False
LEA-007385,2025-02-21 00:00:00,CMP-0076,Property Portals,Property Portals,HVW,Townhouse,11163000.0,15103000.0,6th of October City,Saudi,Saudi Arabia,First-Time Buyer,Primary Residence,Undecided,12,AGT-028,,2025-02-21 00:03:00,2025-02-21 04:17:47,2025-02-21 04:17:47,lost,Chose Competitor Project,Unqualified,,,,13133000.0,True,False
LEA-007386,2025-03-23 00:00:00,CMP-0071,TikTok,TikTok,HVW,Townhouse,10799000.0,14610000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Primary Residence,Cash,56,AGT-021,BRK-11,2025-03-23 00:14:40,2025-03-23 02:16:25,2025-03-24 15:07:43,dormant,,Qualified,,,,12705000.0,True,False
LEA-007387,2025-04-25 00:00:00,CMP-0072,Meta,Meta,HVW,Apartment,11906000.0,16108000.0,6th of October City,Jordanian,Jordan,High Net Worth,Investment / Resale,Cash,55,AGT-022,,2025-04-25 00:35:33,2025-04-25 05:16:24,2025-05-15 10:07:32,dormant,,Qualified,2025-05-04,2025-05-06,,14007000.0,False,False
LEA-007388,2024-08-23 00:00:00,CMP-0062,TikTok,TikTok,HVW,Apartment,11332000.0,15331000.0,6th of October City,Emirati,UAE,Investor,Primary Residence,Undecided,54,AGT-023,,2024-08-23 00:38:20,2024-08-23 03:43:04,2024-08-23 03:43:04,lost,Price Objection,Unqualified,,,,13331000.0,True,False
LEA-007389,2025-09-16 00:00:00,CMP-0075,WhatsApp,WhatsApp,HVW,Townhouse,11105000.0,15024000.0,6th of October City,Other,Other,First-Time Buyer,Second Home,Undecided,37,AGT-027,,,,2025-09-16 00:00:00,lost,Timeline Mismatch,Unqualified,,,,13065000.0,True,True
LEA-007390,2025-05-05 00:00:00,CMP-0069,Google Display,Google Display,HVW,Townhouse,7928000.0,10726000.0,6th of October City,Emirati,UAE,First-Time Buyer,Primary Residence,Developer Payment Plan,51,AGT-025,,2025-05-05 00:24:05,2025-05-05 06:19:49,2025-05-05 06:19:49,lost,Financing Declined,Unqualified,,,,9327000.0,True,False
LEA-007391,2026-05-02 00:00:00,CMP-0064,Referrals,Referrals,HVW,Apartment,9690000.0,13110000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Second Home,Cash,75,AGT-022,BRK-12,,,2026-05-02 00:00:00,lost,Budget Mismatch,Unqualified,,,,11400000.0,True,False
LEA-007392,2026-04-12 00:00:00,CMP-0075,WhatsApp,WhatsApp,HVW,Apartment,12190000.0,16492000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Rental Income,Developer Payment Plan,80,AGT-023,,2026-04-12 00:22:28,2026-04-12 02:18:09,2026-04-13 17:33:23,dormant,,Qualified,,,,14341000.0,True,False
LEA-007393,2025-05-31 00:00:00,CMP-0059,Property Portals,Property Portals,HVW,Townhouse,10913000.0,14764000.0,6th of October City,Jordanian,Jordan,High Net Worth,Rental Income,Bank Mortgage,26,AGT-028,,2025-05-31 00:55:07,2025-05-31 04:24:51,2025-05-31 04:24:51,lost,Timeline Mismatch,Unqualified,,,,12839000.0,True,False
LEA-007394,2025-01-16 00:00:00,CMP-0074,Organic Website,Organic Website,HVW,Townhouse,11018000.0,14906000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Bank Mortgage,48,AGT-024,,2025-01-16 00:34:38,2025-01-16 04:27:59,2025-01-16 04:27:59,lost,Location Preference Changed,Unqualified,,,,12962000.0,True,True
LEA-007395,2026-04-07 00:00:00,CMP-0070,Broker Referral,Brokers,HVW,Apartment,13211000.0,17874000.0,6th of October City,Jordanian,Egypt,Mass Affluent,Primary Residence,Developer Payment Plan,50,AGT-022,BRK-13,2026-04-07 00:40:58,2026-04-07 03:06:56,2026-04-09 06:08:38,dormant,,Qualified,,,,15543000.0,True,False
LEA-007396,2024-09-28 00:00:00,CMP-0073,Google Display,Google Display,HVW,Apartment,7542000.0,10203000.0,6th of October City,Saudi,Egypt,High Net Worth,Rental Income,Undecided,43,AGT-022,,2024-09-28 00:47:50,2024-09-28 06:09:18,2024-10-01 23:40:07,dormant,,Qualified,,,,8872000.0,True,False
LEA-007397,2025-02-15 00:00:00,CMP-0067,TikTok,TikTok,HVW,Apartment,10744000.0,14537000.0,6th of October City,Saudi,Saudi Arabia,High Net Worth,Primary Residence,Undecided,59,AGT-021,,2025-02-15 00:42:39,2025-02-15 01:10:18,2025-02-15 01:10:18,lost,Location Preference Changed,Unqualified,,,,12640000.0,True,False
LEA-007398,2025-12-25 00:00:00,CMP-0064,Referrals,Referrals,HVW,Apartment,12797000.0,17314000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Undecided,54,AGT-024,,,,2025-12-25 00:00:00,lost,Price Objection,Unqualified,,,,15056000.0,True,False
LEA-007399,2026-02-21 00:00:00,CMP-0058,Outdoor,Outdoor,HVW,Townhouse,10815000.0,14632000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Investment / Resale,Developer Payment Plan,19,AGT-027,,,,2026-02-21 00:00:00,lost,Location Preference Changed,Unqualified,,,,12724000.0,True,False
LEA-007400,2026-05-04 00:00:00,CMP-0079,Referrals,Referrals,HVW,Townhouse,12822000.0,17348000.0,6th of October City,Saudi,Saudi Arabia,High Net Worth,Second Home,Bank Mortgage,69,AGT-025,,,,2026-05-04 00:00:00,lost,Chose Competitor Project,Unqualified,,,,15085000.0,True,False
LEA-007401,2025-09-01 00:00:00,CMP-0065,TikTok,TikTok,HVW,Apartment,11880000.0,16073000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Rental Income,Undecided,67,AGT-027,,,,2025-09-01 00:00:00,lost,Price Objection,Unqualified,,,,13977000.0,True,False
LEA-007402,2025-01-20 00:00:00,CMP-0078,Call Center,Call Center,HVW,Apartment,7917000.0,10711000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Rental Income,Cash,39,AGT-023,,2025-01-20 00:50:21,2025-01-20 02:58:09,2025-01-20 02:58:09,lost,Unresponsive,Unqualified,,,,9314000.0,True,False
LEA-007403,2025-04-12 00:00:00,CMP-0075,WhatsApp,WhatsApp,HVW,Apartment,12387000.0,16760000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Investment / Resale,Developer Payment Plan,73,AGT-023,,2025-04-12 00:24:43,2025-04-12 03:28:36,2025-04-18 15:14:18,dormant,,Qualified,2025-04-18,,,14574000.0,False,False
LEA-007404,2025-04-09 00:00:00,CMP-0065,TikTok,TikTok,HVW,Apartment,11610000.0,15708000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Rental Income,Developer Payment Plan,29,AGT-020,,2025-04-09 00:14:42,2025-04-09 05:29:02,2025-04-09 05:29:02,lost,Budget Mismatch,Unqualified,,,,13659000.0,True,False
LEA-007405,2025-01-01 00:00:00,CMP-0069,Google Display,Google Display,HVW,Apartment,11912000.0,16116000.0,6th of October City,British,United Kingdom,First-Time Buyer,Rental Income,Developer Payment Plan,62,AGT-025,,,,2025-01-01 00:00:00,lost,Financing Declined,Unqualified,,,,14014000.0,True,False
LEA-007406,2024-08-23 00:00:00,CMP-0059,Property Portals,Property Portals,HVW,Apartment,11981000.0,16209000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Investment / Resale,Developer Payment Plan,67,AGT-020,,2024-08-23 01:02:55,2024-08-23 04:50:16,2024-08-23 18:22:32,dormant,,Qualified,,,,14095000.0,True,False
LEA-007407,2025-09-05 00:00:00,CMP-0080,Google Search,Google Search,HVW,Apartment,10882000.0,14722000.0,6th of October City,Egyptian,Egypt,Investor,Primary Residence,Cash,60,AGT-019,,2025-09-05 00:40:29,2025-09-05 06:38:43,2025-09-06 03:33:15,dormant,,Qualified,,,,12802000.0,True,False
LEA-007408,2025-06-18 00:00:00,CMP-0077,Property Portals,Property Portals,HVW,Apartment,13256000.0,17934000.0,6th of October City,Jordanian,Egypt,High Net Worth,Rental Income,Bank Mortgage,39,AGT-021,,2025-06-18 01:20:45,2025-06-18 01:36:34,2025-06-18 01:36:34,lost,Chose Competitor Project,Unqualified,,,,15595000.0,True,False
LEA-007409,2025-10-31 00:00:00,CMP-0074,Organic Website,Organic Website,HVW,Apartment,10956000.0,14823000.0,6th of October City,Egyptian,Egypt,Investor,Rental Income,Developer Payment Plan,71,AGT-019,BRK-14,2025-10-31 00:34:29,2025-10-31 03:56:59,2025-11-06 19:18:41,dormant,,Qualified,2025-11-05,2025-11-06,,12889000.0,True,False
LEA-007410,2026-03-20 00:00:00,CMP-0060,Outdoor,Outdoor,HVW,Apartment,10971000.0,14843000.0,6th of October City,Egyptian,Egypt,Investor,Second Home,Undecided,75,AGT-020,,2026-03-20 01:07:12,2026-03-20 06:49:06,2026-03-20 06:49:06,lost,Chose Competitor Project,Unqualified,,,,12907000.0,False,False
LEA-007411,2025-04-04 00:00:00,CMP-0068,WhatsApp,WhatsApp,HVW,Apartment,8032000.0,10867000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Investment / Resale,Cash,82,AGT-023,,2025-04-04 00:21:03,2025-04-04 04:46:20,2025-04-07 07:12:20,dormant,,Qualified,,,,9449000.0,True,False
LEA-007412,2024-08-18 00:00:00,CMP-0071,TikTok,TikTok,HVW,Townhouse,9066000.0,12266000.0,6th of October City,Egyptian,Egypt,High Net Worth,Primary Residence,Developer Payment Plan,44,AGT-027,,2024-08-18 00:29:19,2024-08-18 03:36:50,2024-08-18 03:36:50,lost,Financing Declined,Unqualified,,,,10666000.0,True,False
LEA-007413,2025-01-10 00:00:00,CMP-0069,Google Display,Google Display,HVW,Townhouse,11987000.0,16217000.0,6th of October City,Egyptian,Egypt,Investor,Second Home,Bank Mortgage,75,AGT-024,,,,2025-01-10 00:00:00,lost,Price Objection,Unqualified,,,,14102000.0,True,False
LEA-007414,2025-01-18 00:00:00,CMP-0076,Property Portals,Property Portals,HVW,Townhouse,9980000.0,13503000.0,6th of October City,Other,Other,Investor,Investment / Resale,Cash,45,AGT-022,,2025-01-18 00:36:03,2025-01-18 03:34:57,2025-01-18 03:34:57,lost,Location Preference Changed,Unqualified,,,,11741000.0,True,False
LEA-007415,2026-05-11 00:00:00,CMP-0063,Broker Referral,Brokers,HVW,Townhouse,12065000.0,16324000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Rental Income,Undecided,37,AGT-026,BRK-09,2026-05-11 00:05:46,2026-05-11 05:16:18,2026-05-11 05:16:18,lost,Budget Mismatch,Unqualified,,,,14195000.0,True,False
LEA-007416,2025-02-21 00:00:00,CMP-0070,Broker Referral,Brokers,HVW,Townhouse,11152000.0,15089000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Second Home,Bank Mortgage,90,AGT-020,BRK-06,2025-02-21 00:56:40,2025-02-21 02:04:20,2025-02-21 02:04:20,lost,Chose Competitor Project,Unqualified,,,,13120000.0,True,False
LEA-007417,2025-06-10 00:00:00,CMP-0063,Broker Referral,Brokers,HVW,Apartment,8167000.0,11050000.0,6th of October City,Egyptian,Egypt,Investor,Primary Residence,Undecided,46,AGT-026,BRK-04,2025-06-10 00:38:29,2025-06-10 03:42:46,2025-06-10 03:42:46,lost,Timeline Mismatch,Unqualified,,,,9608000.0,True,False
LEA-007418,2025-05-03 00:00:00,CMP-0079,Referrals,Referrals,HVW,Townhouse,8374000.0,11330000.0,6th of October City,Egyptian,Egypt,Investor,Rental Income,Undecided,50,AGT-024,,2025-05-03 00:29:38,2025-05-03 06:00:37,2025-05-03 06:00:37,lost,Location Preference Changed,Unqualified,,,,9852000.0,True,False
LEA-007419,2024-12-16 00:00:00,CMP-0063,Broker Referral,Brokers,HVW,Townhouse,9134000.0,12358000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Primary Residence,Cash,40,AGT-025,BRK-09,2024-12-16 00:43:30,2024-12-16 04:11:42,2024-12-16 04:11:42,lost,Financing Declined,Unqualified,,,,10746000.0,True,False
LEA-007420,2024-10-07 00:00:00,CMP-0080,Google Search,Google Search,HVW,Apartment,12884000.0,17432000.0,6th of October City,Saudi,Egypt,First-Time Buyer,Investment / Resale,Cash,27,AGT-024,,,,2024-10-07 00:00:00,lost,Price Objection,Unqualified,,,,15158000.0,False,False
LEA-007421,2025-07-09 00:00:00,CMP-0059,Property Portals,Property Portals,HVW,Apartment,8193000.0,11085000.0,6th of October City,Emirati,UAE,Investor,Primary Residence,Developer Payment Plan,69,AGT-024,,2025-07-09 00:18:32,2025-07-09 05:55:20,2025-07-09 05:55:20,lost,Unresponsive,Unqualified,,,,9639000.0,True,False
LEA-007422,2026-01-03 00:00:00,CMP-0058,Outdoor,Outdoor,HVW,Townhouse,10674000.0,14442000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Second Home,Cash,98,AGT-025,,,,2026-01-03 00:00:00,lost,Budget Mismatch,Unqualified,,,,12558000.0,True,False
LEA-007423,2026-03-31 00:00:00,CMP-0079,Referrals,Referrals,HVW,Apartment,12311000.0,16656000.0,6th of October City,Saudi,Saudi Arabia,Mass Affluent,Primary Residence,Cash,84,AGT-019,,2026-03-31 00:41:10,2026-03-31 03:41:31,2026-04-16 07:59:47,dormant,,Qualified,2026-04-07,2026-04-10,,14483000.0,True,False
LEA-007424,2024-11-19 00:00:00,CMP-0073,Google Display,Google Display,HVW,Townhouse,9921000.0,13423000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Second Home,Bank Mortgage,23,AGT-022,,2024-11-19 00:09:39,2024-11-19 01:20:27,2024-11-19 01:20:27,lost,Chose Competitor Project,Unqualified,,,,11672000.0,True,False
LEA-007425,2025-12-04 00:00:00,CMP-0080,Google Search,Google Search,HVW,Townhouse,11483000.0,15536000.0,6th of October City,Egyptian,Egypt,Investor,Investment / Resale,Developer Payment Plan,32,AGT-025,,2025-12-04 00:51:00,2025-12-04 02:14:54,2025-12-04 02:14:54,lost,Price Objection,Unqualified,,,,13509000.0,True,False
LEA-007426,2026-01-10 00:00:00,CMP-0070,Broker Referral,Brokers,HVW,Apartment,11376000.0,15391000.0,6th of October City,Saudi,Egypt,High Net Worth,Primary Residence,Developer Payment Plan,52,AGT-026,BRK-08,2026-01-10 00:27:34,2026-01-10 04:05:33,2026-01-21 07:27:53,dormant,,Qualified,2026-01-13,2026-01-14,,13383000.0,True,False
LEA-007427,2026-01-25 00:00:00,CMP-0070,Broker Referral,Brokers,HVW,Apartment,11912000.0,16116000.0,6th of October City,Egyptian,Egypt,Investor,Primary Residence,Developer Payment Plan,61,AGT-023,BRK-02,2026-01-25 00:54:42,2026-01-25 01:45:31,2026-01-28 05:54:04,dormant,,Qualified,,,,14014000.0,True,False
LEA-007428,2025-07-19 00:00:00,CMP-0063,Broker Referral,Brokers,HVW,Apartment,8486000.0,11481000.0,6th of October City,Kuwaiti,Kuwait,First-Time Buyer,Rental Income,Bank Mortgage,58,AGT-024,BRK-01,2025-07-19 00:06:56,2025-07-19 02:04:11,2025-07-22 16:31:49,dormant,,Qualified,,,,9984000.0,True,True
LEA-007429,2024-08-28 00:00:00,CMP-0069,Google Display,Google Display,HVW,Townhouse,12362000.0,16725000.0,6th of October City,Saudi,Saudi Arabia,First-Time Buyer,Primary Residence,Undecided,17,AGT-025,,2024-08-28 00:58:59,2024-08-28 04:01:28,2024-08-28 04:01:28,lost,Financing Declined,Unqualified,,,,14544000.0,True,False
LEA-007430,2026-05-20 00:00:00,CMP-0075,WhatsApp,WhatsApp,HVW,Townhouse,13059000.0,17668000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Rental Income,Developer Payment Plan,62,AGT-027,,2026-05-20 00:48:54,2026-05-20 02:11:27,2026-05-20 16:16:30,qualified,,Qualified,,,,15364000.0,True,False
LEA-007431,2025-06-26 00:00:00,CMP-0067,TikTok,TikTok,HVW,Apartment,12884000.0,17431000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Cash,54,AGT-025,,2025-06-26 01:00:09,2025-06-26 06:58:43,2025-06-28 23:20:38,dormant,,Qualified,,,,15158000.0,True,False
LEA-007432,2026-04-26 00:00:00,CMP-0069,Google Display,Google Display,HVW,Apartment,12370000.0,16736000.0,6th of October City,Egyptian,Egypt,Investor,Rental Income,Cash,76,AGT-020,,2026-04-26 00:24:28,2026-04-26 02:40:48,2026-05-04 00:07:54,dormant,,Qualified,2026-05-02,2026-05-04,,14553000.0,True,False
LEA-007433,2026-03-18 00:00:00,CMP-0069,Google Display,Google Display,HVW,Townhouse,11776000.0,15932000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Investment / Resale,Developer Payment Plan,57,AGT-025,,2026-03-18 00:36:16,2026-03-18 03:39:50,2026-03-27 00:50:50,dormant,,Qualified,2026-03-25,2026-03-27,,13854000.0,True,False
LEA-007434,2026-04-26 00:00:00,CMP-0070,Broker Referral,Brokers,HVW,Apartment,8795000.0,11899000.0,6th of October City,Egyptian,Egypt,First-Time Buyer,Primary Residence,Cash,73,AGT-025,BRK-02,2026-04-26 00:48:42,2026-04-26 01:06:07,2026-04-26 01:06:07,lost,Financing Declined,Unqualified,,,,10347000.0,True,False
LEA-007435,2025-01-04 00:00:00,CMP-0068,WhatsApp,WhatsApp,HVW,Apartment,9454000.0,12791000.0,6th of October City,Emirati,UAE,Mass Affluent,Second Home,Developer Payment Plan,37,AGT-028,,2025-01-04 00:41:45,2025-01-04 06:35:16,2025-01-04 06:35:16,lost,Financing Declined,Unqualified,,,,11123000.0,True,False
LEA-007436,2026-05-20 00:00:00,CMP-0068,WhatsApp,WhatsApp,HVW,Apartment,13142000.0,17780000.0,6th of October City,Saudi,Saudi Arabia,High Net Worth,Rental Income,Cash,50,AGT-024,,2026-05-20 00:30:58,2026-05-20 04:50:39,2026-05-20 04:50:39,lost,Financing Declined,Unqualified,,,,15461000.0,True,False
LEA-007437,2025-04-18 00:00:00,CMP-0067,TikTok,TikTok,HVW,Apartment,10437000.0,14121000.0,6th of October City,Egyptian,Egypt,Mass Affluent,Second Home,Undecided,42,AGT-019,,2025-04-18 00:37:44,2025-04-18 03:36:22,2025-04-18 03:36:22,lost,Budget Mismatch,Unqualified,,,,12279000.0,True,False
LEA-007438,2025-01-08 00:00:00,CMP-0069,Google Display,Google Display,HVW,Apartment,7680000.0,10391000.0,6th of October City,Saudi,Saudi Arabia,First-Time Buyer,Primary Residence,Developer Payment Plan,96,AGT-026,,2025-01-08 00:07:59,2025-01-08 03:11:54,2025-01-08 03:11:54,lost,Unresponsive,Unqualified,,,,9035000.0,True,False
LEA-007439,2024-07-03 00:00:00,CMP-0070,Broker Referral,Brokers,HVW,Apartment,9908000.0,13405000.0,6th of October City,Egyptian,Egypt,Investor,Rental Income,Bank Mortgage,61,AGT-026,BRK-02,2024-07-03 00:56:20,2024-07-03 03:33:26,2024-07-03 03:33:26,lost,Financing Declined,Unqualified,,,,11656000.0,True,False
LEA-007440,2025-08-04 00:00:00,CMP-0066,TikTok,TikTok,HVW,Townhouse,12722000.0,17211000.0,6th of October City,British,United Kingdom,Investor,Second Home,Developer Payment Plan,42,AGT-024,,2025-08-04 01:03:37,2025-08-04 02:43:42,2025-08-04 02:43:42,lost,Location Preference Changed,Unqualified,,,,14966000.0,True,False
