sale_id,unit_id,project_id,customer_id,reservation_date,contract_date,sales_agent_id,team_id,broker_id,lead_id,lead_source,campaign_id,gross_price,discount_value,discount_pct,net_sales_value,commission_value,payment_plan_years,down_payment_value,reservation_deposit,sales_channel,buyer_type,contract_status,cancellation_flag,cancellation_date,cancellation_reason,days_lead_to_reservation,days_reservation_to_contract,down_payment_pct,expected_handover_date,forecast_handover_date
SAL-001097,MER-P2-B4-01940,MER,CUS-001097,2025-12-31,,AGT-032,Team Legacy,BRK-11,,Broker Referral,,4558334.1,191450.03,4.2,4366884.07,129696.46,3,1008750.22,91166.68,Broker,End-User,Reserved,False,,,,,23.1,2025-10-31,2025-10-31
SAL-001098,MER-P2-B1-01822,MER,CUS-001098,2024-09-12,,AGT-032,Team Legacy,,,Direct / Walk-In,,4086388.8,187973.88,4.6,3898414.92,0.0,4,682222.61,81727.78,Direct,End-User,Cancelled,True,2024-10-21,Failed Credit Check,,,17.5,2025-10-31,2025-10-31
SAL-001099,MER-P2-B4-01927,MER,CUS-001099,2025-12-01,2025-12-10,AGT-029,Team Legacy,,,Direct / Walk-In,,6457448.8,232468.16,3.6,6224980.64,0.0,5,1400620.64,129148.98,Direct,End-User,Contracted,False,,,,8.0,22.5,2025-10-31,2025-10-31
SAL-001100,MER-P1-B3-01749,MER,CUS-001100,2025-03-27,2025-04-10,AGT-029,Team Legacy,,,Direct / Walk-In,,8072749.3,226036.98,2.8,7846712.32,0.0,6,1710583.29,150000.0,Direct,End-User,Contracted,False,,,,14.0,21.8,2025-10-31,2025-10-31
SAL-001101,MER-P2-B1-01801,MER,CUS-001101,2024-12-17,2024-12-25,AGT-030,Team Legacy,,,Direct / Walk-In,,7197933.4,237531.8,3.3,6960401.6,0.0,6,1426882.33,143958.67,Direct,End-User,Handed Over,False,,,,8.0,20.5,2025-10-31,2025-10-31
SAL-001102,MER-P2-B3-01876,MER,CUS-001102,2025-03-13,2025-04-10,AGT-029,Team Legacy,BRK-02,,Broker Referral,,10713765.8,374981.8,3.5,10338784.0,179894.84,4,2243516.13,150000.0,Broker,End-User,Contracted,False,,,,28.0,21.7,2025-10-31,2025-10-31
SAL-001103,MER-P2-B1-01810,MER,CUS-001103,2024-11-24,2024-12-06,AGT-031,Team Legacy,,,Direct / Walk-In,,7200495.0,374425.74,5.2,6826069.26,0.0,5,1529039.51,144009.9,Direct,End-User,Handed Over,False,,,,11.0,22.4,2025-10-31,2025-10-31
SAL-001104,MER-P2-B3-01881,MER,CUS-001104,2024-11-16,,AGT-031,Team Legacy,,,Direct / Walk-In,,7468725.0,410779.88,5.5,7057945.12,0.0,3,1672732.99,149374.5,Direct,End-User,Reserved,False,,,,,23.7,2025-10-31,2025-10-31
SAL-001105,MER-P1-B3-01747,MER,CUS-001105,2025-12-25,2025-12-26,AGT-029,Team Legacy,,,Direct / Walk-In,,8888529.0,382206.75,4.3,8506322.25,0.0,4,1888403.54,150000.0,Direct,End-User,Handed Over,False,,,,1.0,22.2,2025-10-31,2025-10-31
SAL-001106,MER-P2-B3-01882,MER,CUS-001106,2026-04-04,,AGT-029,Team Legacy,,,Direct / Walk-In,,8250210.0,321758.19,3.9,7928451.81,0.0,4,1213053.13,150000.0,Direct,End-User,Reserved,False,,,,,15.3,2025-10-31,2025-10-31
SAL-001107,MER-P2-B3-01904,MER,CUS-001107,2025-07-17,2025-07-18,AGT-032,Team Legacy,BRK-13,,Broker Referral,,9453153.6,236328.84,2.5,9216824.76,188944.91,5,1686678.93,150000.0,Broker,End-User,Handed Over,False,,,,1.0,18.3,2025-10-31,2025-10-31
SAL-001108,MER-P1-B2-01693,MER,CUS-001108,2024-11-25,2024-12-20,AGT-030,Team Legacy,,,Direct / Walk-In,,4888140.0,239518.86,4.9,4648621.14,0.0,5,808860.08,97762.8,Direct,End-User,Cancelled,True,2025-02-04,Found Alternative Property,,24.0,17.4,2025-10-31,2025-10-31
SAL-001109,MER-P1-B2-01708,MER,CUS-001109,2026-06-18,,AGT-030,Team Legacy,BRK-05,,Broker Referral,,7429377.9,200593.2,2.7,7228784.7,195900.07,4,1243350.97,148587.56,Broker,End-User,Reserved,False,,,,,17.2,2025-10-31,2025-10-31
SAL-001110,MER-P1-B3-01751,MER,CUS-001110,2025-02-12,2025-03-06,AGT-031,Team Legacy,BRK-05,,Broker Referral,,5453807.4,147252.8,2.7,5306554.6,143807.63,3,1273573.1,109076.15,Broker,End-User,Handed Over,False,,,,21.0,24.0,2025-10-31,2025-10-31
SAL-001111,MER-P1-B3-01758,MER,CUS-001111,2026-04-01,2026-04-21,AGT-029,Team Legacy,,,Direct / Walk-In,,9466934.4,454412.85,4.8,9012521.55,0.0,4,1937692.13,150000.0,Direct,End-User,Handed Over,False,,,,20.0,21.5,2025-10-31,2025-10-31
SAL-001112,MER-P2-B4-01920,MER,CUS-001112,2024-11-24,2024-12-01,AGT-029,Team Legacy,,,Direct / Walk-In,,11643734.0,442461.89,3.8,11201272.11,0.0,3,2430676.05,150000.0,Direct,End-User,Handed Over,False,,,,6.0,21.7,2025-10-31,2025-10-31
SAL-001113,MER-P1-B3-01730,MER,CUS-001113,2024-10-16,2024-10-24,AGT-031,Team Legacy,,,Direct / Walk-In,,8282666.8,414133.34,5.0,7868533.46,0.0,5,1707471.76,150000.0,Direct,End-User,Contracted,False,,,,7.0,21.7,2025-10-31,2025-10-31
SAL-001114,MER-P1-B2-01700,MER,CUS-001114,2026-03-23,2026-04-05,AGT-029,Team Legacy,,,Direct / Walk-In,,6625119.0,271629.88,4.1,6353489.12,0.0,3,1467655.99,132502.38,Direct,End-User,Contracted,False,,,,13.0,23.1,2025-10-31,2025-10-31
SAL-001115,MER-P1-B3-01737,MER,CUS-001115,2024-07-17,2024-08-18,AGT-032,Team Legacy,,,Direct / Walk-In,,7761924.0,155238.48,2.0,7606685.52,0.0,5,1734324.3,150000.0,Direct,End-User,Handed Over,False,,,,31.0,22.8,2025-10-31,2025-10-31
SAL-001116,MER-P1-B4-01767,MER,CUS-001116,2025-06-21,,AGT-031,Team Legacy,,,Direct / Walk-In,,10198012.7,489504.61,4.8,9708508.09,0.0,5,2320333.43,150000.0,Direct,End-User,Reserved,False,,,,,23.9,2025-10-31,2025-10-31
SAL-001117,MER-P2-B2-01844,MER,CUS-001117,2026-04-16,2026-05-11,AGT-031,Team Legacy,,,Direct / Walk-In,,9979445.0,588787.26,5.9,9390657.74,0.0,6,2206804.57,150000.0,Direct,End-User,Contracted,False,,,,24.0,23.5,2025-10-31,2025-10-31
SAL-001118,MER-P1-B1-01686,MER,CUS-001118,2026-05-20,2026-06-05,AGT-032,Team Legacy,BRK-11,,Broker Referral,,10428577.0,219000.12,2.1,10209576.88,303224.43,6,1735628.07,150000.0,Broker,End-User,Contracted,False,,,,15.0,17.0,2025-10-31,2025-10-31
SAL-001119,MER-P1-B2-01707,MER,CUS-001119,2025-12-19,,AGT-029,Team Legacy,,,Direct / Walk-In,,12294325.2,651599.24,5.3,11642725.96,0.0,4,1921049.78,150000.0,Direct,End-User,Reserved,False,,,,,16.5,2025-10-31,2025-10-31
SAL-001120,MER-P2-B3-01885,MER,CUS-001120,2026-03-11,2026-03-27,AGT-030,Team Legacy,,,Direct / Walk-In,,9799131.9,293973.96,3.0,9505157.94,0.0,5,1625382.01,150000.0,Direct,End-User,Handed Over,False,,,,15.0,17.1,2025-10-31,2025-10-31
SAL-001121,MER-P1-B3-01742,MER,CUS-001121,2025-08-03,2025-08-28,AGT-030,Team Legacy,,,Direct / Walk-In,,7089026.1,248115.91,3.5,6840910.19,0.0,4,1614454.8,141780.52,Direct,End-User,Handed Over,False,,,,25.0,23.6,2025-10-31,2025-10-31
SAL-001122,MER-P2-B1-01824,MER,CUS-001122,2025-12-16,,AGT-029,Team Legacy,,,Direct / Walk-In,,4751023.2,152032.74,3.2,4598990.46,0.0,4,800224.34,95020.46,Direct,End-User,Reserved,False,,,,,17.4,2025-10-31,2025-10-31
SAL-001123,MER-P2-B1-01811,MER,CUS-001123,2025-01-29,2025-02-19,AGT-032,Team Legacy,,,Direct / Walk-In,,7769641.5,287476.74,3.7,7482164.76,0.0,5,1481468.62,150000.0,Direct,End-User,Handed Over,False,,,,20.0,19.8,2025-10-31,2025-10-31
SAL-001124,MER-P1-B3-01759,MER,CUS-001124,2025-06-16,2025-07-03,AGT-029,Team Legacy,,,Direct / Walk-In,,7694858.8,215456.05,2.8,7479402.75,0.0,3,1510839.36,150000.0,Direct,End-User,Contracted,False,,,,17.0,20.2,2025-10-31,2025-10-31
SAL-001125,MER-P2-B4-01947,MER,CUS-001125,2025-06-03,2025-06-19,AGT-030,Team Legacy,,,Direct / Walk-In,,6403980.0,262563.18,4.1,6141416.82,0.0,4,1216000.53,128079.6,Direct,End-User,Handed Over,False,,,,15.0,19.8,2025-10-31,2025-10-31
SAL-001126,MER-P1-B4-01779,MER,CUS-001126,2026-05-31,2026-06-28,AGT-031,Team Legacy,,,Direct / Walk-In,,8128825.2,341410.66,4.2,7787414.54,0.0,5,1425096.86,150000.0,Direct,End-User,Handed Over,False,,,,27.0,18.3,2025-10-31,2025-10-31
SAL-001127,MER-P1-B4-01766,MER,CUS-001127,2024-07-15,2024-08-07,AGT-032,Team Legacy,,,Direct / Walk-In,,9831764.8,265457.65,2.7,9566307.15,0.0,4,2382010.48,150000.0,Direct,End-User,Contracted,False,,,,23.0,24.9,2025-10-31,2025-10-31
SAL-001128,MER-P2-B2-01842,MER,CUS-001128,2025-11-19,2025-12-11,AGT-030,Team Legacy,,,Direct / Walk-In,,8637599.7,440517.58,5.1,8197082.12,0.0,5,1524657.27,150000.0,Direct,End-User,Contracted,False,,,,22.0,18.6,2025-10-31,2025-10-31
SAL-001129,MER-P1-B4-01768,MER,CUS-001129,2026-02-16,2026-02-17,AGT-029,Team Legacy,,,Direct / Walk-In,,11392590.0,581022.09,5.1,10811567.91,0.0,5,2454225.92,150000.0,Direct,End-User,Handed Over,False,,,,1.0,22.7,2025-10-31,2025-10-31
SAL-001130,MER-P2-B2-01854,MER,CUS-001130,2024-11-07,2024-11-15,AGT-029,Team Legacy,,,Direct / Walk-In,,4958082.3,193365.21,3.9,4764717.09,0.0,4,1014884.74,99161.65,Direct,End-User,Handed Over,False,,,,8.0,21.3,2025-10-31,2025-10-31
SAL-001131,MER-P2-B1-01805,MER,CUS-001131,2024-08-10,2024-08-16,AGT-032,Team Legacy,,,Direct / Walk-In,,7797114.0,389855.7,5.0,7407258.3,0.0,5,1585153.28,150000.0,Direct,End-User,Handed Over,False,,,,5.0,21.4,2025-10-31,2025-10-31
SAL-001132,MER-P2-B4-01946,MER,CUS-001132,2024-07-09,,AGT-032,Team Legacy,,,Direct / Walk-In,,10043032.0,421807.34,4.2,9621224.66,0.0,3,2058942.08,150000.0,Direct,End-User,Reserved,False,,,,,21.4,2025-10-31,2025-10-31
SAL-001133,MER-P1-B2-01714,MER,CUS-001133,2025-12-22,2025-12-28,AGT-031,Team Legacy,,,Direct / Walk-In,,7801674.3,210645.21,2.7,7591029.09,0.0,4,1890166.24,150000.0,Direct,End-User,Contracted,False,,,,6.0,24.9,2025-10-31,2025-10-31
SAL-001134,MER-P1-B2-01721,MER,CUS-001134,2025-05-03,,AGT-032,Team Legacy,,,Direct / Walk-In,,12630117.5,290492.7,2.3,12339624.8,0.0,5,2480264.58,150000.0,Direct,End-User,Reserved,False,,,,,20.1,2025-10-31,2025-10-31
SAL-001135,MER-P1-B2-01702,MER,CUS-001135,2025-11-15,2025-12-02,AGT-032,Team Legacy,,,Direct / Walk-In,,4913041.5,191608.62,3.9,4721432.88,0.0,3,1019829.5,98260.83,Direct,End-User,Handed Over,False,,,,16.0,21.6,2025-10-31,2025-10-31
SAL-001136,MER-P1-B3-01728,MER,CUS-001136,2025-01-03,2025-01-15,AGT-031,Team Legacy,,,Direct / Walk-In,,9916764.5,297502.93,3.0,9619261.57,0.0,5,2173953.11,150000.0,Direct,End-User,Contracted,False,,,,12.0,22.6,2025-10-31,2025-10-31
SAL-001137,MER-P2-B4-01945,MER,CUS-001137,2025-02-12,2025-03-31,AGT-031,Team Legacy,,,Direct / Walk-In,,11310105.6,260132.43,2.3,11049973.17,0.0,6,1801145.63,150000.0,Direct,End-User,Handed Over,False,,,,46.0,16.3,2025-10-31,2025-10-31
SAL-001138,MER-P2-B1-01828,MER,CUS-001138,2024-12-29,,AGT-031,Team Legacy,,,Direct / Walk-In,,6701093.1,288147.0,4.3,6412946.1,0.0,3,1430086.98,134021.86,Direct,End-User,Reserved,False,,,,,22.3,2025-10-31,2025-10-31
SAL-001139,MER-P2-B2-01872,MER,CUS-001139,2026-03-19,2026-04-20,AGT-029,Team Legacy,,,Direct / Walk-In,,7289082.9,174937.99,2.4,7114144.91,0.0,5,1771422.08,145781.66,Direct,End-User,Contracted,False,,,,32.0,24.9,2025-10-31,2025-10-31
SAL-001140,MER-P2-B3-01877,MER,CUS-001140,2025-08-06,2025-08-23,AGT-031,Team Legacy,,,Direct / Walk-In,,4554508.8,204952.9,4.5,4349555.9,0.0,4,961251.85,91090.18,Direct,End-User,Handed Over,False,,,,16.0,22.1,2025-10-31,2025-10-31
SAL-001141,MER-P2-B3-01893,MER,CUS-001141,2026-05-22,2026-06-04,AGT-032,Team Legacy,,,Direct / Walk-In,,7747165.2,426094.09,5.5,7321071.11,0.0,4,1207976.73,150000.0,Direct,End-User,Contracted,False,,,,12.0,16.5,2025-10-31,2025-10-31
SAL-001142,MER-P1-B4-01772,MER,CUS-001142,2025-03-07,2025-04-10,AGT-030,Team Legacy,,,Direct / Walk-In,,4551159.7,159290.59,3.5,4391869.11,0.0,4,790536.44,91023.19,Direct,End-User,Handed Over,False,,,,34.0,18.0,2025-10-31,2025-10-31
SAL-001143,MER-P2-B1-01809,MER,CUS-001143,2024-09-05,2024-09-16,AGT-029,Team Legacy,,,Direct / Walk-In,,9216014.8,331776.53,3.6,8884238.27,0.0,6,1981185.13,150000.0,Direct,End-User,Contracted,False,,,,10.0,22.3,2025-10-31,2025-10-31
SAL-001144,MER-P1-B4-01774,MER,CUS-001144,2025-11-21,2025-12-06,AGT-032,Team Legacy,,,Direct / Walk-In,,8332801.4,383308.86,4.6,7949492.54,0.0,3,1566050.03,150000.0,Direct,End-User,Contracted,False,,,,14.0,19.7,2025-10-31,2025-10-31
SAL-001145,MER-P2-B4-01926,MER,CUS-001145,2025-05-08,2025-05-24,AGT-030,Team Legacy,,,Direct / Walk-In,,8638812.0,457857.04,5.3,8180954.96,0.0,5,1398943.3,150000.0,Direct,End-User,Contracted,False,,,,16.0,17.1,2025-10-31,2025-10-31
SAL-001146,MER-P2-B2-01840,MER,CUS-001146,2026-06-30,,AGT-031,Team Legacy,BRK-01,,Broker Referral,,8776288.8,368604.13,4.2,8407684.67,174039.07,3,1992621.27,150000.0,Broker,End-User,Reserved,False,,,,,23.7,2025-10-31,2025-10-31
SAL-001147,MER-P1-B1-01675,MER,CUS-001147,2025-08-30,2025-10-04,AGT-029,Team Legacy,,,Direct / Walk-In,,9766987.2,527417.31,5.4,9239569.89,0.0,3,2208257.2,150000.0,Direct,End-User,Handed Over,False,,,,35.0,23.9,2025-10-31,2025-10-31
SAL-001148,MER-P1-B1-01677,MER,CUS-001148,2026-04-10,2026-05-10,AGT-029,Team Legacy,,,Direct / Walk-In,,5183568.0,129589.2,2.5,5053978.8,0.0,5,803582.63,103671.36,Direct,End-User,Handed Over,False,,,,29.0,15.9,2025-10-31,2025-10-31
SAL-001149,MER-P1-B3-01727,MER,CUS-001149,2024-08-27,2024-09-15,AGT-029,Team Legacy,BRK-13,,Broker Referral,,10783129.5,345060.14,3.2,10438069.36,213980.42,6,2369441.74,150000.0,Broker,End-User,Contracted,False,,,,19.0,22.7,2025-10-31,2025-10-31
SAL-001150,MER-P1-B1-01659,MER,CUS-001150,2026-05-16,2026-06-03,AGT-032,Team Legacy,,,Direct / Walk-In,,10105995.0,333497.84,3.3,9772497.16,0.0,5,2306309.33,150000.0,Direct,End-User,Handed Over,False,,,,18.0,23.6,2025-10-31,2025-10-31
SAL-001151,MER-P2-B3-01892,MER,CUS-001151,2025-08-06,2025-08-30,AGT-031,Team Legacy,,,Direct / Walk-In,,5098280.0,112162.16,2.2,4986117.84,0.0,3,1146807.1,101965.6,Direct,End-User,Handed Over,False,,,,24.0,23.0,2025-10-31,2025-10-31
SAL-001152,MER-P1-B2-01719,MER,CUS-001152,2026-03-12,2026-04-08,AGT-030,Team Legacy,,,Direct / Walk-In,,4583428.2,256671.98,5.6,4326756.22,0.0,3,692281.0,91668.56,Direct,End-User,Contracted,False,,,,26.0,16.0,2025-10-31,2025-10-31
SAL-001153,MER-P2-B1-01818,MER,CUS-001153,2024-12-23,2025-01-19,AGT-029,Team Legacy,,,Direct / Walk-In,,5809016.2,284641.79,4.9,5524374.41,0.0,5,1176691.75,116180.32,Direct,End-User,Handed Over,False,,,,26.0,21.3,2025-10-31,2025-10-31
SAL-001154,MER-P1-B4-01788,MER,CUS-001154,2026-03-23,2026-04-03,AGT-031,Team Legacy,BRK-14,,Broker Referral,,7499826.6,292493.24,3.9,7207333.36,167210.13,4,1340564.0,149996.53,Broker,End-User,Handed Over,False,,,,11.0,18.6,2025-10-31,2025-10-31
SAL-001155,MER-P1-B4-01797,MER,CUS-001155,2025-08-23,,AGT-031,Team Legacy,,,Direct / Walk-In,,6052501.2,308677.56,5.1,5743823.64,0.0,3,1137277.08,121050.02,Direct,End-User,Reserved,False,,,,,19.8,2025-10-31,2025-10-31
SAL-001156,MER-P2-B1-01829,MER,CUS-001156,2025-04-22,2025-05-12,AGT-029,Team Legacy,,,Direct / Walk-In,,9054876.6,434634.08,4.8,8620242.52,0.0,4,1611985.35,150000.0,Direct,End-User,Handed Over,False,,,,19.0,18.7,2025-10-31,2025-10-31
SAL-001157,MER-P2-B1-01830,MER,CUS-001157,2025-03-26,2025-04-01,AGT-032,Team Legacy,BRK-10,,Broker Referral,,10541198.4,600848.31,5.7,9940350.09,187872.62,3,2127234.92,150000.0,Broker,End-User,Contracted,False,,,,6.0,21.4,2025-10-31,2025-10-31
SAL-001158,MER-P1-B2-01710,MER,CUS-001158,2026-01-26,2026-02-08,AGT-029,Team Legacy,,,Direct / Walk-In,,10333881.6,217011.51,2.1,10116870.09,0.0,5,2357230.73,150000.0,Direct,End-User,Handed Over,False,,,,13.0,23.3,2025-10-31,2025-10-31
SAL-001159,MER-P2-B2-01853,MER,CUS-001159,2026-05-28,,AGT-030,Team Legacy,,,Direct / Walk-In,,5778745.5,173362.36,3.0,5605383.14,0.0,3,1003363.58,115574.91,Direct,End-User,Reserved,False,,,,,17.9,2025-10-31,2025-10-31
SAL-001160,MER-P1-B4-01786,MER,CUS-001160,2025-06-23,2025-07-04,AGT-031,Team Legacy,,,Direct / Walk-In,,5986845.0,155657.97,2.6,5831187.03,0.0,3,921327.55,119736.9,Direct,End-User,Handed Over,False,,,,10.0,15.8,2025-10-31,2025-10-31
SAL-001161,MER-P2-B2-01869,MER,CUS-001161,2024-08-09,,AGT-032,Team Legacy,BRK-13,,Broker Referral,,10572942.6,549793.02,5.2,10023149.58,205474.57,4,1533541.89,150000.0,Broker,End-User,Reserved,False,,,,,15.3,2025-10-31,2025-10-31
SAL-001162,MER-P2-B4-01930,MER,CUS-001162,2024-11-03,2024-11-30,AGT-029,Team Legacy,,,Direct / Walk-In,,5089035.6,269718.89,5.3,4819316.71,0.0,5,1045791.73,101780.71,Direct,End-User,Handed Over,False,,,,26.0,21.7,2025-10-31,2025-10-31
SAL-001163,MER-P1-B3-01745,MER,CUS-001163,2025-03-24,2025-04-08,AGT-032,Team Legacy,BRK-08,,Broker Referral,,11092687.2,255131.81,2.3,10837555.39,166898.35,5,2015785.3,150000.0,Broker,End-User,Handed Over,False,,,,15.0,18.6,2025-10-31,2025-10-31
SAL-001164,MER-P1-B2-01712,MER,CUS-001164,2025-12-14,2025-12-21,AGT-031,Team Legacy,BRK-11,,Broker Referral,,10454334.6,459990.72,4.4,9994343.88,296832.01,3,2178766.97,150000.0,Broker,End-User,Contracted,False,,,,6.0,21.8,2025-10-31,2025-10-31
SAL-001165,MER-P2-B3-01883,MER,CUS-001165,2026-01-09,,AGT-031,Team Legacy,,,Direct / Walk-In,,6618591.6,191939.16,2.9,6426652.44,0.0,3,1105384.22,132371.83,Direct,End-User,Reserved,False,,,,,17.2,2025-10-31,2025-10-31
SAL-001166,MER-P2-B2-01852,MER,CUS-001166,2024-08-19,2024-08-27,AGT-030,Team Legacy,BRK-05,,Broker Referral,,8028720.0,441579.6,5.5,7587140.4,205611.5,6,1517428.08,150000.0,Broker,End-User,Contracted,False,,,,7.0,20.0,2025-10-31,2025-10-31
SAL-001167,MER-P2-B4-01925,MER,CUS-001167,2025-05-20,2025-06-18,AGT-030,Team Legacy,,,Direct / Walk-In,,5006853.6,190260.44,3.8,4816593.16,0.0,4,905519.51,100137.07,Direct,End-User,Handed Over,False,,,,29.0,18.8,2025-10-31,2025-10-31
SAL-001168,MER-P1-B4-01764,MER,CUS-001168,2025-08-06,2025-09-04,AGT-029,Team Legacy,,,Direct / Walk-In,,10585354.0,624535.89,5.9,9960818.11,0.0,6,1743143.17,150000.0,Direct,End-User,Handed Over,False,,,,28.0,17.5,2025-10-31,2025-10-31
SAL-001169,MER-P1-B1-01669,MER,CUS-001169,2025-04-26,2025-05-15,AGT-032,Team Legacy,,,Direct / Walk-In,,13109005.0,485033.18,3.7,12623971.82,0.0,3,2878265.57,150000.0,Direct,End-User,Handed Over,False,,,,19.0,22.8,2025-10-31,2025-10-31
SAL-001170,MER-P1-B1-01657,MER,CUS-001170,2025-09-21,2025-09-25,AGT-029,Team Legacy,,,Direct / Walk-In,,5615128.2,291986.67,5.2,5323141.53,0.0,5,915580.34,112302.56,Direct,End-User,Contracted,False,,,,4.0,17.2,2025-10-31,2025-10-31
SAL-001171,MER-P1-B1-01674,MER,CUS-001171,2026-01-04,2026-01-29,AGT-031,Team Legacy,,,Direct / Walk-In,,8684892.0,442929.49,5.1,8241962.51,0.0,6,1986312.96,150000.0,Direct,End-User,Handed Over,False,,,,25.0,24.1,2025-10-31,2025-10-31
SAL-001172,MER-P1-B2-01690,MER,CUS-001172,2024-08-01,,AGT-029,Team Legacy,,,Direct / Walk-In,,6496696.8,318338.14,4.9,6178358.66,0.0,4,932932.16,129933.94,Direct,End-User,Reserved,False,,,,,15.1,2025-10-31,2025-10-31
SAL-001173,MER-P2-B2-01847,MER,CUS-001173,2025-03-09,2025-03-27,AGT-031,Team Legacy,BRK-03,,Broker Referral,,5371489.2,171887.65,3.2,5199601.55,118550.92,4,1273902.38,107429.78,Broker,End-User,Handed Over,False,,,,17.0,24.5,2025-10-31,2025-10-31
SAL-001174,MER-P1-B1-01673,MER,CUS-001174,2026-01-24,2026-02-24,AGT-030,Team Legacy,,,Direct / Walk-In,,5694904.8,153762.43,2.7,5541142.37,0.0,5,1219051.32,113898.1,Direct,End-User,Handed Over,False,,,,31.0,22.0,2025-10-31,2025-10-31
SAL-001175,MER-P2-B4-01948,MER,CUS-001175,2025-10-30,2025-11-15,AGT-032,Team Legacy,,,Direct / Walk-In,,4831400.0,120785.0,2.5,4710615.0,0.0,5,1031624.69,96628.0,Direct,End-User,Handed Over,False,,,,16.0,21.9,2025-10-31,2025-10-31
SAL-001176,MER-P2-B3-01875,MER,CUS-001176,2026-05-07,2026-05-26,AGT-030,Team Legacy,,,Direct / Walk-In,,6515221.0,162880.52,2.5,6352340.48,0.0,4,1569028.1,130304.42,Direct,End-User,Contracted,False,,,,19.0,24.7,2025-10-31,2025-10-31
SAL-001177,MER-P2-B2-01864,MER,CUS-001177,2024-11-22,,AGT-032,Team Legacy,,,Direct / Walk-In,,10430316.0,604958.33,5.8,9825357.67,0.0,6,1945420.82,150000.0,Direct,End-User,Reserved,False,,,,,19.8,2025-10-31,2025-10-31
SAL-001178,MER-P2-B1-01812,MER,CUS-001178,2025-12-03,2025-12-04,AGT-029,Team Legacy,,,Direct / Walk-In,,7156320.0,400753.92,5.6,6755566.08,0.0,5,1026846.04,143126.4,Direct,End-User,Contracted,False,,,,1.0,15.2,2025-10-31,2025-10-31
SAL-001179,MER-P1-B4-01795,MER,CUS-001179,2025-08-02,2025-08-20,AGT-030,Team Legacy,,,Direct / Walk-In,,6478634.1,272102.63,4.2,6206531.47,0.0,4,1427502.24,129572.68,Direct,End-User,Handed Over,False,,,,18.0,23.0,2025-10-31,2025-10-31
SAL-001180,MER-P2-B2-01859,MER,CUS-001180,2024-12-24,2024-12-27,AGT-031,Team Legacy,,,Direct / Walk-In,,6151912.0,203013.1,3.3,5948898.9,0.0,4,1148137.49,123038.24,Direct,End-User,Contracted,False,,,,3.0,19.3,2025-10-31,2025-10-31
SAL-001181,MER-P1-B3-01731,MER,CUS-001181,2025-01-01,2025-02-02,AGT-029,Team Legacy,,,Direct / Walk-In,,10759225.2,365813.66,3.4,10393411.54,0.0,6,2037108.66,150000.0,Direct,End-User,Handed Over,False,,,,32.0,19.6,2025-10-31,2025-10-31
SAL-001182,MER-P1-B1-01656,MER,CUS-001182,2025-12-31,,AGT-032,Team Legacy,,,Direct / Walk-In,,9166730.3,449169.78,4.9,8717560.52,0.0,4,1368657.0,150000.0,Direct,End-User,Reserved,False,,,,,15.7,2025-10-31,2025-10-31
SAL-001183,MER-P1-B4-01794,MER,CUS-001183,2025-10-10,2025-11-02,AGT-031,Team Legacy,,,Direct / Walk-In,,8676406.8,260292.2,3.0,8416114.6,0.0,5,1986203.05,150000.0,Direct,End-User,Contracted,False,,,,23.0,23.6,2025-10-31,2025-10-31
SAL-001184,MER-P1-B1-01684,MER,CUS-001184,2026-01-06,2026-01-22,AGT-030,Team Legacy,,,Direct / Walk-In,,9701647.2,271646.12,2.8,9430001.08,0.0,6,1631390.19,150000.0,Direct,End-User,Contracted,False,,,,15.0,17.3,2025-10-31,2025-10-31
SAL-001185,MER-P1-B3-01741,MER,CUS-001185,2025-09-10,2025-10-08,AGT-029,Team Legacy,,,Direct / Walk-In,,10629250.0,605867.25,5.7,10023382.75,0.0,4,1804208.9,150000.0,Direct,End-User,Handed Over,False,,,,27.0,18.0,2025-10-31,2025-10-31
SAL-001186,MER-P2-B2-01841,MER,CUS-001186,2025-10-31,2025-11-18,AGT-032,Team Legacy,,,Direct / Walk-In,,4399045.5,237548.46,5.4,4161497.04,0.0,4,803168.93,87980.91,Direct,End-User,Contracted,False,,,,17.0,19.3,2025-10-31,2025-10-31
SAL-001187,MER-P1-B1-01681,MER,CUS-001187,2024-07-30,2024-08-15,AGT-031,Team Legacy,,,Direct / Walk-In,,4287362.4,90034.61,2.1,4197327.79,0.0,5,633796.5,85747.25,Direct,End-User,Contracted,False,,,,16.0,15.1,2025-10-31,2025-10-31
SAL-001188,MER-P1-B1-01662,MER,CUS-001188,2025-03-22,2025-04-10,AGT-032,Team Legacy,,,Direct / Walk-In,,5036805.0,186361.79,3.7,4850443.21,0.0,5,916733.77,100736.1,Direct,End-User,Handed Over,False,,,,19.0,18.9,2025-10-31,2025-10-31
SAL-001189,MER-P1-B1-01655,MER,CUS-001189,2025-09-21,2025-10-12,AGT-029,Team Legacy,,,Direct / Walk-In,,10216653.1,265632.98,2.6,9951020.12,0.0,4,1910595.86,150000.0,Direct,End-User,Handed Over,False,,,,20.0,19.2,2025-10-31,2025-10-31
SAL-001190,MER-P1-B2-01711,MER,CUS-001190,2025-01-24,2025-01-31,AGT-031,Team Legacy,,,Direct / Walk-In,,11741968.0,645808.24,5.5,11096159.76,0.0,3,2685270.66,150000.0,Direct,End-User,Handed Over,False,,,,6.0,24.2,2025-10-31,2025-10-31
