snag_id,handover_id,unit_id,category,severity,created_at,target_resolution_date,resolved_at,status,contractor,reopen_count
SNG-00590,HAN-0188,MER-P2-B3-01900,Doors & Windows,Major,2026-01-27,2026-02-26,2026-03-13,Resolved,Delta Construction Group,0
SNG-00591,HAN-0188,MER-P2-B3-01900,HVAC,Major,2026-01-29,2026-02-28,2026-02-28,Resolved,Prime MEP Solutions,0
SNG-00592,HAN-0188,MER-P2-B3-01900,Structural,Minor,2026-01-27,2026-02-03,2026-02-07,Resolved,Cairo Structural Works,0
SNG-00593,HAN-0189,MER-P2-B3-01902,Paint & Finishing,Moderate,2026-02-19,2026-03-05,2026-03-14,Resolved,Delta Construction Group,0
SNG-00594,HAN-0189,MER-P2-B3-01902,Structural,Moderate,2026-03-07,2026-03-21,,In Progress,Horizon Build Partners,0
SNG-00595,HAN-0189,MER-P2-B3-01902,Plumbing,Moderate,2026-03-06,2026-03-20,2026-03-16,Resolved,Nile Engineering Contractors,0
SNG-00596,HAN-0189,MER-P2-B3-01902,Electrical,Minor,2026-03-08,2026-03-15,2026-03-14,Resolved,Modern Facade Systems,0
SNG-00597,HAN-0189,MER-P2-B3-01902,Structural,Moderate,2026-02-21,2026-03-07,,Open,Delta Construction Group,0
SNG-00598,HAN-0190,MER-P2-B3-01903,Electrical,Moderate,2026-01-12,2026-01-26,2026-02-02,Resolved,Modern Facade Systems,0
SNG-00599,HAN-0190,MER-P2-B3-01903,Structural,Major,2026-01-11,2026-02-10,,Open,Cairo Structural Works,0
SNG-00600,HAN-0190,MER-P2-B3-01903,Flooring,Moderate,2026-01-17,2026-01-31,,Open,Nile Engineering Contractors,0
SNG-00601,HAN-0190,MER-P2-B3-01903,HVAC,Minor,2026-01-18,2026-01-25,2026-01-27,Resolved,Horizon Build Partners,0
SNG-00602,HAN-0191,MER-P2-B3-01904,Electrical,Minor,2026-03-05,2026-03-12,2026-03-12,Resolved,Nile Engineering Contractors,0
SNG-00603,HAN-0191,MER-P2-B3-01904,Plumbing,Moderate,2026-03-18,2026-04-01,2026-04-03,Resolved,Nile Engineering Contractors,0
SNG-00604,HAN-0191,MER-P2-B3-01904,Structural,Moderate,2026-03-09,2026-03-23,,In Progress,Cairo Structural Works,0
SNG-00605,HAN-0191,MER-P2-B3-01904,Doors & Windows,Moderate,2026-03-13,2026-03-27,2026-04-01,Resolved,Horizon Build Partners,0
SNG-00606,HAN-0191,MER-P2-B3-01904,HVAC,Moderate,2026-03-01,2026-03-15,2026-03-19,Resolved,Prime MEP Solutions,0
SNG-00607,HAN-0192,MER-P2-B3-01906,Structural,Major,2026-02-05,2026-03-07,,Open,Horizon Build Partners,0
SNG-00608,HAN-0192,MER-P2-B3-01906,Doors & Windows,Moderate,2026-02-04,2026-02-18,2026-02-14,Resolved,Modern Facade Systems,0
SNG-00609,HAN-0192,MER-P2-B3-01906,Flooring,Minor,2026-01-24,2026-01-31,2026-01-30,Resolved,Nile Engineering Contractors,0
SNG-00610,HAN-0192,MER-P2-B3-01906,HVAC,Minor,2026-01-22,2026-01-29,,Open,Nile Engineering Contractors,0
SNG-00611,HAN-0192,MER-P2-B3-01906,Doors & Windows,Major,2026-01-22,2026-02-21,,Open,Horizon Build Partners,0
SNG-00612,HAN-0192,MER-P2-B3-01906,Electrical,Major,2026-02-03,2026-03-05,2026-03-19,Resolved,Prime MEP Solutions,0
SNG-00613,HAN-0193,MER-P2-B3-01907,Structural,Moderate,2025-12-22,2026-01-05,,Open,Prime MEP Solutions,0
SNG-00614,HAN-0193,MER-P2-B3-01907,Paint & Finishing,Minor,2025-12-09,2025-12-16,,In Progress,Horizon Build Partners,0
SNG-00615,HAN-0193,MER-P2-B3-01907,Paint & Finishing,Major,2025-12-20,2026-01-19,2026-01-15,Resolved,Modern Facade Systems,0
SNG-00616,HAN-0193,MER-P2-B3-01907,HVAC,Minor,2025-12-15,2025-12-22,2025-12-24,Resolved,Modern Facade Systems,1
SNG-00617,HAN-0194,MER-P2-B3-01908,Flooring,Major,2026-03-28,2026-04-27,,Open,Prime MEP Solutions,0
SNG-00618,HAN-0194,MER-P2-B3-01908,Flooring,Moderate,2026-03-10,2026-03-24,,Open,Delta Construction Group,0
SNG-00619,HAN-0194,MER-P2-B3-01908,HVAC,Moderate,2026-03-22,2026-04-05,2026-04-07,Resolved,Cairo Structural Works,0
SNG-00620,HAN-0194,MER-P2-B3-01908,Doors & Windows,Major,2026-03-20,2026-04-19,,Open,Modern Facade Systems,0
SNG-00621,HAN-0194,MER-P2-B3-01908,Paint & Finishing,Minor,2026-03-12,2026-03-19,,Open,Nile Engineering Contractors,0
SNG-00622,HAN-0194,MER-P2-B3-01908,Structural,Moderate,2026-03-16,2026-03-30,,In Progress,Horizon Build Partners,0
SNG-00623,HAN-0194,MER-P2-B3-01908,Electrical,Major,2026-03-18,2026-04-17,2026-04-27,Resolved,Delta Construction Group,0
SNG-00624,HAN-0195,MER-P2-B3-01910,Doors & Windows,Major,2026-01-15,2026-02-14,2026-03-02,Resolved,Modern Facade Systems,0
SNG-00625,HAN-0195,MER-P2-B3-01910,Paint & Finishing,Moderate,2026-01-17,2026-01-31,2026-02-06,Resolved,Prime MEP Solutions,0
SNG-00626,HAN-0195,MER-P2-B3-01910,Electrical,Major,2026-01-06,2026-02-05,,Open,Cairo Structural Works,0
SNG-00627,HAN-0195,MER-P2-B3-01910,Flooring,Major,2026-01-15,2026-02-14,2026-02-07,Resolved,Modern Facade Systems,0
SNG-00628,HAN-0195,MER-P2-B3-01910,Doors & Windows,Major,2025-12-31,2026-01-30,,Open,Nile Engineering Contractors,0
SNG-00629,HAN-0196,MER-P2-B3-01911,Paint & Finishing,Minor,2026-01-12,2026-01-19,2026-01-22,Resolved,Modern Facade Systems,0
SNG-00630,HAN-0196,MER-P2-B3-01911,Plumbing,Major,2026-01-18,2026-02-17,,In Progress,Cairo Structural Works,0
SNG-00631,HAN-0196,MER-P2-B3-01911,HVAC,Major,2026-01-12,2026-02-11,,Open,Delta Construction Group,0
SNG-00632,HAN-0196,MER-P2-B3-01911,HVAC,Moderate,2026-01-10,2026-01-24,2026-01-28,Resolved,Prime MEP Solutions,0
SNG-00633,HAN-0197,MER-P2-B4-01912,HVAC,Major,2026-01-01,2026-01-31,,Open,Prime MEP Solutions,0
SNG-00634,HAN-0197,MER-P2-B4-01912,Flooring,Major,2026-01-04,2026-02-03,2026-02-10,Resolved,Nile Engineering Contractors,0
SNG-00635,HAN-0197,MER-P2-B4-01912,Paint & Finishing,Moderate,2026-01-01,2026-01-15,,Open,Prime MEP Solutions,0
SNG-00636,HAN-0198,MER-P2-B4-01913,Plumbing,Major,2025-12-23,2026-01-22,,Open,Modern Facade Systems,0
SNG-00637,HAN-0198,MER-P2-B4-01913,Structural,Moderate,2025-12-17,2025-12-31,,Open,Delta Construction Group,0
SNG-00638,HAN-0198,MER-P2-B4-01913,Paint & Finishing,Minor,2025-12-25,2026-01-01,2025-12-29,Resolved,Modern Facade Systems,1
SNG-00639,HAN-0198,MER-P2-B4-01913,Doors & Windows,Major,2025-12-25,2026-01-24,,Open,Nile Engineering Contractors,0
SNG-00640,HAN-0198,MER-P2-B4-01913,Plumbing,Minor,2025-12-19,2025-12-26,2025-12-31,Resolved,Nile Engineering Contractors,0
SNG-00641,HAN-0199,MER-P2-B4-01914,Paint & Finishing,Moderate,2026-02-09,2026-02-23,2026-03-03,Resolved,Nile Engineering Contractors,0
SNG-00642,HAN-0199,MER-P2-B4-01914,Electrical,Moderate,2026-02-09,2026-02-23,,In Progress,Delta Construction Group,0
SNG-00643,HAN-0199,MER-P2-B4-01914,HVAC,Minor,2026-02-03,2026-02-10,,In Progress,Horizon Build Partners,0
SNG-00644,HAN-0199,MER-P2-B4-01914,Structural,Minor,2026-02-06,2026-02-13,,Open,Modern Facade Systems,0
SNG-00645,HAN-0199,MER-P2-B4-01914,Paint & Finishing,Minor,2026-02-09,2026-02-16,2026-02-18,Resolved,Modern Facade Systems,0
SNG-00646,HAN-0199,MER-P2-B4-01914,Electrical,Minor,2026-01-29,2026-02-05,2026-02-08,Resolved,Delta Construction Group,0
SNG-00647,HAN-0199,MER-P2-B4-01914,Electrical,Moderate,2026-01-24,2026-02-07,,In Progress,Delta Construction Group,0
SNG-00648,HAN-0199,MER-P2-B4-01914,Paint & Finishing,Moderate,2026-01-28,2026-02-11,2026-02-06,Resolved,Horizon Build Partners,0
SNG-00649,HAN-0200,MER-P2-B4-01915,Paint & Finishing,Moderate,2026-03-13,2026-03-27,,In Progress,Cairo Structural Works,0
SNG-00650,HAN-0200,MER-P2-B4-01915,Electrical,Moderate,2026-02-28,2026-03-14,,Open,Nile Engineering Contractors,0
SNG-00651,HAN-0200,MER-P2-B4-01915,Paint & Finishing,Minor,2026-03-07,2026-03-14,2026-03-15,Resolved,Modern Facade Systems,0
SNG-00652,HAN-0201,MER-P2-B4-01916,Structural,Moderate,2025-12-30,2026-01-13,,In Progress,Cairo Structural Works,0
SNG-00653,HAN-0201,MER-P2-B4-01916,Flooring,Moderate,2026-01-06,2026-01-20,2026-01-20,Resolved,Prime MEP Solutions,0
SNG-00654,HAN-0201,MER-P2-B4-01916,HVAC,Major,2026-01-06,2026-02-05,,Open,Modern Facade Systems,0
SNG-00655,HAN-0201,MER-P2-B4-01916,HVAC,Minor,2026-01-13,2026-01-20,2026-01-19,Resolved,Prime MEP Solutions,1
SNG-00656,HAN-0201,MER-P2-B4-01916,Plumbing,Major,2026-01-11,2026-02-10,2026-02-24,Resolved,Nile Engineering Contractors,0
SNG-00657,HAN-0201,MER-P2-B4-01916,Plumbing,Major,2026-01-08,2026-02-07,,Open,Modern Facade Systems,0
SNG-00658,HAN-0201,MER-P2-B4-01916,Doors & Windows,Moderate,2026-01-13,2026-01-27,2026-01-21,Resolved,Cairo Structural Works,0
SNG-00659,HAN-0201,MER-P2-B4-01916,Flooring,Moderate,2025-12-29,2026-01-12,2026-01-11,Resolved,Cairo Structural Works,0
SNG-00660,HAN-0202,MER-P2-B4-01917,Plumbing,Moderate,2026-03-10,2026-03-24,,In Progress,Modern Facade Systems,0
SNG-00661,HAN-0202,MER-P2-B4-01917,HVAC,Minor,2026-03-15,2026-03-22,2026-03-19,Resolved,Delta Construction Group,0
SNG-00662,HAN-0202,MER-P2-B4-01917,Flooring,Moderate,2026-03-04,2026-03-18,,In Progress,Nile Engineering Contractors,0
SNG-00663,HAN-0202,MER-P2-B4-01917,Paint & Finishing,Minor,2026-03-10,2026-03-17,,Open,Cairo Structural Works,0
SNG-00664,HAN-0203,MER-P2-B4-01918,Electrical,Major,2026-02-07,2026-03-09,2026-03-03,Resolved,Delta Construction Group,0
SNG-00665,HAN-0203,MER-P2-B4-01918,Paint & Finishing,Moderate,2026-02-02,2026-02-16,,Open,Prime MEP Solutions,0
SNG-00666,HAN-0203,MER-P2-B4-01918,HVAC,Minor,2026-01-26,2026-02-02,,Open,Nile Engineering Contractors,0
SNG-00667,HAN-0204,MER-P2-B4-01919,Plumbing,Major,2025-12-26,2026-01-25,2026-02-02,Resolved,Cairo Structural Works,0
SNG-00668,HAN-0204,MER-P2-B4-01919,Paint & Finishing,Minor,2026-01-01,2026-01-08,,In Progress,Delta Construction Group,0
SNG-00669,HAN-0204,MER-P2-B4-01919,Flooring,Major,2026-01-09,2026-02-08,,Open,Prime MEP Solutions,0
SNG-00670,HAN-0204,MER-P2-B4-01919,Paint & Finishing,Moderate,2026-01-08,2026-01-22,2026-01-31,Resolved,Delta Construction Group,0
SNG-00671,HAN-0204,MER-P2-B4-01919,Flooring,Major,2026-01-11,2026-02-10,2026-01-29,Resolved,Prime MEP Solutions,0
SNG-00672,HAN-0204,MER-P2-B4-01919,Electrical,Moderate,2026-01-09,2026-01-23,,Open,Cairo Structural Works,0
SNG-00673,HAN-0205,MER-P2-B4-01920,HVAC,Major,2026-01-26,2026-02-25,,Open,Prime MEP Solutions,0
SNG-00674,HAN-0205,MER-P2-B4-01920,HVAC,Major,2026-01-27,2026-02-26,,Open,Cairo Structural Works,0
SNG-00675,HAN-0205,MER-P2-B4-01920,Paint & Finishing,Major,2026-02-01,2026-03-03,,Open,Nile Engineering Contractors,0
SNG-00676,HAN-0205,MER-P2-B4-01920,Doors & Windows,Moderate,2026-02-06,2026-02-20,,Open,Modern Facade Systems,0
SNG-00677,HAN-0205,MER-P2-B4-01920,Electrical,Minor,2026-01-23,2026-01-30,,Open,Modern Facade Systems,0
SNG-00678,HAN-0205,MER-P2-B4-01920,Plumbing,Major,2026-02-08,2026-03-10,2026-02-27,Resolved,Nile Engineering Contractors,0
SNG-00679,HAN-0206,MER-P2-B4-01921,Paint & Finishing,Minor,2026-01-29,2026-02-05,2026-02-06,Resolved,Nile Engineering Contractors,0
SNG-00680,HAN-0206,MER-P2-B4-01921,Plumbing,Minor,2026-02-02,2026-02-09,2026-02-14,Resolved,Cairo Structural Works,1
SNG-00681,HAN-0206,MER-P2-B4-01921,Doors & Windows,Moderate,2026-01-26,2026-02-09,2026-02-05,Resolved,Horizon Build Partners,0
SNG-00682,HAN-0206,MER-P2-B4-01921,Flooring,Moderate,2026-01-30,2026-02-13,,Open,Modern Facade Systems,0
SNG-00683,HAN-0206,MER-P2-B4-01921,Paint & Finishing,Moderate,2026-01-24,2026-02-07,,Open,Modern Facade Systems,0
SNG-00684,HAN-0206,MER-P2-B4-01921,Electrical,Moderate,2026-01-21,2026-02-04,,Open,Prime MEP Solutions,0
SNG-00685,HAN-0206,MER-P2-B4-01921,Flooring,Major,2026-01-26,2026-02-25,2026-02-18,Resolved,Horizon Build Partners,0
SNG-00686,HAN-0206,MER-P2-B4-01921,Flooring,Minor,2026-01-23,2026-01-30,,In Progress,Delta Construction Group,0
SNG-00687,HAN-0207,MER-P2-B4-01922,Flooring,Major,2025-12-30,2026-01-29,,Open,Nile Engineering Contractors,0
SNG-00688,HAN-0207,MER-P2-B4-01922,Structural,Moderate,2025-12-21,2026-01-04,,Open,Horizon Build Partners,0
SNG-00689,HAN-0207,MER-P2-B4-01922,Flooring,Moderate,2026-01-02,2026-01-16,,Open,Nile Engineering Contractors,0
SNG-00690,HAN-0207,MER-P2-B4-01922,HVAC,Minor,2026-01-03,2026-01-10,,Open,Modern Facade Systems,0
SNG-00691,HAN-0207,MER-P2-B4-01922,Paint & Finishing,Minor,2026-01-03,2026-01-10,2026-01-13,Resolved,Cairo Structural Works,0
SNG-00692,HAN-0207,MER-P2-B4-01922,Paint & Finishing,Minor,2025-12-29,2026-01-05,2026-01-10,Resolved,Horizon Build Partners,0
SNG-00693,HAN-0207,MER-P2-B4-01922,Paint & Finishing,Moderate,2025-12-22,2026-01-05,2026-01-13,Resolved,Horizon Build Partners,0
SNG-00694,HAN-0207,MER-P2-B4-01922,Paint & Finishing,Major,2025-12-23,2026-01-22,2026-01-26,Resolved,Delta Construction Group,0
SNG-00695,HAN-0208,MER-P2-B4-01924,Plumbing,Moderate,2026-03-28,2026-04-11,,Open,Prime MEP Solutions,0
SNG-00696,HAN-0208,MER-P2-B4-01924,HVAC,Moderate,2026-03-17,2026-03-31,2026-04-05,Resolved,Cairo Structural Works,0
SNG-00697,HAN-0208,MER-P2-B4-01924,Electrical,Minor,2026-03-14,2026-03-21,,Open,Delta Construction Group,0
SNG-00698,HAN-0208,MER-P2-B4-01924,Doors & Windows,Moderate,2026-03-23,2026-04-06,2026-04-17,Resolved,Modern Facade Systems,0
SNG-00699,HAN-0208,MER-P2-B4-01924,HVAC,Minor,2026-03-10,2026-03-17,,In Progress,Horizon Build Partners,0
SNG-00700,HAN-0209,MER-P2-B4-01925,Flooring,Moderate,2026-02-01,2026-02-15,,Open,Modern Facade Systems,0
SNG-00701,HAN-0209,MER-P2-B4-01925,Structural,Major,2026-01-25,2026-02-24,2026-02-24,Resolved,Horizon Build Partners,0
SNG-00702,HAN-0209,MER-P2-B4-01925,Plumbing,Major,2026-01-23,2026-02-22,,In Progress,Horizon Build Partners,0
SNG-00703,HAN-0209,MER-P2-B4-01925,HVAC,Moderate,2026-01-22,2026-02-05,2026-02-14,Resolved,Horizon Build Partners,1
SNG-00704,HAN-0210,MER-P2-B4-01926,Structural,Major,2026-01-17,2026-02-16,2026-02-14,Resolved,Modern Facade Systems,0
SNG-00705,HAN-0210,MER-P2-B4-01926,Electrical,Minor,2026-01-24,2026-01-31,,Open,Prime MEP Solutions,0
SNG-00706,HAN-0210,MER-P2-B4-01926,Structural,Major,2026-01-22,2026-02-21,,In Progress,Prime MEP Solutions,0
SNG-00707,HAN-0210,MER-P2-B4-01926,Doors & Windows,Major,2026-01-13,2026-02-12,2026-02-06,Resolved,Cairo Structural Works,0
SNG-00708,HAN-0210,MER-P2-B4-01926,Structural,Moderate,2026-01-23,2026-02-06,,Open,Prime MEP Solutions,0
SNG-00709,HAN-0210,MER-P2-B4-01926,Flooring,Moderate,2026-01-19,2026-02-02,,Open,Horizon Build Partners,0
SNG-00710,HAN-0211,MER-P2-B4-01927,Electrical,Moderate,2026-02-27,2026-03-13,,Open,Prime MEP Solutions,0
SNG-00711,HAN-0211,MER-P2-B4-01927,Doors & Windows,Minor,2026-02-10,2026-02-17,,Open,Modern Facade Systems,0
SNG-00712,HAN-0211,MER-P2-B4-01927,Electrical,Moderate,2026-02-13,2026-02-27,,Open,Cairo Structural Works,0
SNG-00713,HAN-0211,MER-P2-B4-01927,Electrical,Minor,2026-02-26,2026-03-05,2026-03-05,Resolved,Nile Engineering Contractors,0
SNG-00714,HAN-0212,MER-P2-B4-01928,HVAC,Minor,2025-12-23,2025-12-30,,Open,Nile Engineering Contractors,0
SNG-00715,HAN-0212,MER-P2-B4-01928,HVAC,Major,2026-01-04,2026-02-03,2026-01-24,Resolved,Nile Engineering Contractors,0
SNG-00716,HAN-0212,MER-P2-B4-01928,Electrical,Moderate,2025-12-28,2026-01-11,,Open,Prime MEP Solutions,0
SNG-00717,HAN-0212,MER-P2-B4-01928,Electrical,Major,2026-01-05,2026-02-04,,Open,Horizon Build Partners,0
SNG-00718,HAN-0212,MER-P2-B4-01928,Electrical,Major,2025-12-23,2026-01-22,,In Progress,Cairo Structural Works,0
SNG-00719,HAN-0212,MER-P2-B4-01928,Paint & Finishing,Major,2025-12-22,2026-01-21,2026-02-04,Resolved,Horizon Build Partners,0
SNG-00720,HAN-0212,MER-P2-B4-01928,HVAC,Major,2025-12-22,2026-01-21,2026-01-31,Resolved,Delta Construction Group,0
SNG-00721,HAN-0213,MER-P2-B4-01929,Electrical,Minor,2026-01-05,2026-01-12,,In Progress,Modern Facade Systems,0
SNG-00722,HAN-0213,MER-P2-B4-01929,Doors & Windows,Moderate,2026-01-04,2026-01-18,,In Progress,Delta Construction Group,0
SNG-00723,HAN-0213,MER-P2-B4-01929,Doors & Windows,Moderate,2025-12-19,2026-01-02,,Open,Prime MEP Solutions,0
SNG-00724,HAN-0213,MER-P2-B4-01929,Structural,Minor,2026-01-05,2026-01-12,2026-01-15,Resolved,Nile Engineering Contractors,0
SNG-00725,HAN-0213,MER-P2-B4-01929,HVAC,Moderate,2025-12-28,2026-01-11,,In Progress,Delta Construction Group,0
SNG-00726,HAN-0213,MER-P2-B4-01929,Flooring,Minor,2026-01-05,2026-01-12,2026-01-11,Resolved,Prime MEP Solutions,0
SNG-00727,HAN-0213,MER-P2-B4-01929,Electrical,Moderate,2025-12-19,2026-01-02,,In Progress,Modern Facade Systems,0
SNG-00728,HAN-0213,MER-P2-B4-01929,Structural,Major,2026-01-03,2026-02-02,,Open,Modern Facade Systems,0
SNG-00729,HAN-0214,MER-P2-B4-01930,Plumbing,Moderate,2026-01-20,2026-02-03,,Open,Cairo Structural Works,0
SNG-00730,HAN-0214,MER-P2-B4-01930,Plumbing,Minor,2026-01-17,2026-01-24,,In Progress,Horizon Build Partners,0
SNG-00731,HAN-0214,MER-P2-B4-01930,Doors & Windows,Minor,2026-01-16,2026-01-23,,Open,Nile Engineering Contractors,0
SNG-00732,HAN-0214,MER-P2-B4-01930,Doors & Windows,Major,2026-01-21,2026-02-20,2026-03-09,Resolved,Delta Construction Group,0
SNG-00733,HAN-0214,MER-P2-B4-01930,Plumbing,Moderate,2026-01-20,2026-02-03,,Open,Horizon Build Partners,0
SNG-00734,HAN-0215,MER-P2-B4-01931,Paint & Finishing,Major,2026-01-02,2026-02-01,,Open,Horizon Build Partners,0
SNG-00735,HAN-0215,MER-P2-B4-01931,Plumbing,Minor,2025-12-28,2026-01-04,,Open,Delta Construction Group,0
SNG-00736,HAN-0215,MER-P2-B4-01931,Doors & Windows,Moderate,2026-01-15,2026-01-29,2026-01-31,Resolved,Prime MEP Solutions,0
SNG-00737,HAN-0215,MER-P2-B4-01931,Plumbing,Major,2026-01-12,2026-02-11,2026-02-21,Resolved,Horizon Build Partners,0
SNG-00738,HAN-0215,MER-P2-B4-01931,Structural,Minor,2026-01-16,2026-01-23,,Open,Prime MEP Solutions,0
SNG-00739,HAN-0216,MER-P2-B4-01932,Electrical,Major,2026-01-09,2026-02-08,2026-01-29,Resolved,Horizon Build Partners,0
SNG-00740,HAN-0216,MER-P2-B4-01932,HVAC,Major,2025-12-25,2026-01-24,,Open,Cairo Structural Works,0
SNG-00741,HAN-0216,MER-P2-B4-01932,Doors & Windows,Minor,2025-12-29,2026-01-05,2026-01-10,Resolved,Delta Construction Group,0
SNG-00742,HAN-0216,MER-P2-B4-01932,Doors & Windows,Moderate,2025-12-25,2026-01-08,2026-01-13,Resolved,Horizon Build Partners,0
SNG-00743,HAN-0216,MER-P2-B4-01932,Flooring,Major,2025-12-31,2026-01-30,,Open,Horizon Build Partners,0
SNG-00744,HAN-0216,MER-P2-B4-01932,Plumbing,Major,2026-01-01,2026-01-31,,Open,Prime MEP Solutions,0
SNG-00745,HAN-0216,MER-P2-B4-01932,Flooring,Major,2026-01-06,2026-02-05,2026-02-13,Resolved,Modern Facade Systems,0
SNG-00746,HAN-0216,MER-P2-B4-01932,HVAC,Major,2026-01-07,2026-02-06,,Open,Cairo Structural Works,0
SNG-00747,HAN-0217,MER-P2-B4-01933,Paint & Finishing,Minor,2026-02-25,2026-03-04,,In Progress,Delta Construction Group,0
SNG-00748,HAN-0217,MER-P2-B4-01933,Plumbing,Minor,2026-02-25,2026-03-04,,Open,Prime MEP Solutions,0
SNG-00749,HAN-0217,MER-P2-B4-01933,Plumbing,Major,2026-03-09,2026-04-08,,Open,Horizon Build Partners,0
SNG-00750,HAN-0217,MER-P2-B4-01933,Plumbing,Major,2026-03-05,2026-04-04,,Open,Delta Construction Group,0
SNG-00751,HAN-0217,MER-P2-B4-01933,HVAC,Moderate,2026-03-04,2026-03-18,,Open,Nile Engineering Contractors,0
SNG-00752,HAN-0218,MER-P2-B4-01934,Paint & Finishing,Major,2026-03-09,2026-04-08,,Open,Modern Facade Systems,0
SNG-00753,HAN-0218,MER-P2-B4-01934,Flooring,Moderate,2026-03-08,2026-03-22,2026-03-24,Resolved,Modern Facade Systems,1
SNG-00754,HAN-0218,MER-P2-B4-01934,Plumbing,Major,2026-03-14,2026-04-13,2026-05-01,Resolved,Prime MEP Solutions,0
SNG-00755,HAN-0218,MER-P2-B4-01934,Structural,Moderate,2026-03-15,2026-03-29,2026-03-23,Resolved,Prime MEP Solutions,0
SNG-00756,HAN-0218,MER-P2-B4-01934,Structural,Major,2026-02-26,2026-03-28,,Open,Delta Construction Group,0
SNG-00757,HAN-0218,MER-P2-B4-01934,Electrical,Moderate,2026-02-27,2026-03-13,2026-03-19,Resolved,Modern Facade Systems,0
SNG-00758,HAN-0218,MER-P2-B4-01934,Electrical,Moderate,2026-02-25,2026-03-11,2026-03-06,Resolved,Delta Construction Group,0
SNG-00759,HAN-0218,MER-P2-B4-01934,Doors & Windows,Major,2026-02-27,2026-03-29,,Open,Nile Engineering Contractors,0
SNG-00760,HAN-0219,MER-P2-B4-01936,Structural,Moderate,2026-02-14,2026-02-28,,Open,Horizon Build Partners,0
SNG-00761,HAN-0219,MER-P2-B4-01936,Structural,Moderate,2026-02-24,2026-03-10,,Open,Delta Construction Group,0
SNG-00762,HAN-0219,MER-P2-B4-01936,Paint & Finishing,Moderate,2026-02-15,2026-03-01,,Open,Horizon Build Partners,0
SNG-00763,HAN-0219,MER-P2-B4-01936,Electrical,Minor,2026-02-14,2026-02-21,,Open,Delta Construction Group,0
SNG-00764,HAN-0219,MER-P2-B4-01936,Paint & Finishing,Moderate,2026-02-21,2026-03-07,2026-03-17,Resolved,Prime MEP Solutions,0
SNG-00765,HAN-0219,MER-P2-B4-01936,Flooring,Minor,2026-02-10,2026-02-17,,Open,Nile Engineering Contractors,0
SNG-00766,HAN-0220,MER-P2-B4-01938,Paint & Finishing,Major,2026-03-18,2026-04-17,2026-05-02,Resolved,Modern Facade Systems,0
SNG-00767,HAN-0220,MER-P2-B4-01938,Flooring,Moderate,2026-03-01,2026-03-15,,In Progress,Horizon Build Partners,0
SNG-00768,HAN-0220,MER-P2-B4-01938,Paint & Finishing,Major,2026-03-12,2026-04-11,2026-04-12,Resolved,Prime MEP Solutions,0
SNG-00769,HAN-0221,MER-P2-B4-01939,Doors & Windows,Moderate,2026-01-12,2026-01-26,2026-01-31,Resolved,Horizon Build Partners,0
SNG-00770,HAN-0221,MER-P2-B4-01939,Plumbing,Minor,2026-01-09,2026-01-16,,Open,Prime MEP Solutions,0
SNG-00771,HAN-0221,MER-P2-B4-01939,Structural,Minor,2025-12-24,2025-12-31,2026-01-03,Resolved,Delta Construction Group,0
SNG-00772,HAN-0221,MER-P2-B4-01939,Flooring,Moderate,2025-12-31,2026-01-14,,Open,Prime MEP Solutions,0
SNG-00773,HAN-0221,MER-P2-B4-01939,Doors & Windows,Minor,2026-01-11,2026-01-18,2026-01-16,Resolved,Delta Construction Group,0
SNG-00774,HAN-0222,MER-P2-B4-01943,Plumbing,Moderate,2026-03-07,2026-03-21,2026-03-27,Resolved,Delta Construction Group,0
SNG-00775,HAN-0222,MER-P2-B4-01943,Electrical,Moderate,2026-03-02,2026-03-16,2026-03-22,Resolved,Nile Engineering Contractors,1
SNG-00776,HAN-0222,MER-P2-B4-01943,Doors & Windows,Moderate,2026-02-23,2026-03-09,2026-03-16,Resolved,Prime MEP Solutions,0
SNG-00777,HAN-0222,MER-P2-B4-01943,Electrical,Moderate,2026-02-23,2026-03-09,2026-03-07,Resolved,Nile Engineering Contractors,0
SNG-00778,HAN-0222,MER-P2-B4-01943,Plumbing,Major,2026-02-23,2026-03-25,,In Progress,Nile Engineering Contractors,0
SNG-00779,HAN-0222,MER-P2-B4-01943,Doors & Windows,Moderate,2026-03-04,2026-03-18,,Open,Cairo Structural Works,0
SNG-00780,HAN-0222,MER-P2-B4-01943,Plumbing,Major,2026-03-05,2026-04-04,2026-04-20,Resolved,Modern Facade Systems,0
SNG-00781,HAN-0222,MER-P2-B4-01943,Plumbing,Major,2026-03-07,2026-04-06,,In Progress,Horizon Build Partners,0
SNG-00782,HAN-0223,MER-P2-B4-01944,Electrical,Major,2025-12-16,2026-01-15,2026-01-28,Resolved,Delta Construction Group,0
SNG-00783,HAN-0223,MER-P2-B4-01944,Doors & Windows,Major,2025-12-15,2026-01-14,2026-01-17,Resolved,Prime MEP Solutions,0
SNG-00784,HAN-0223,MER-P2-B4-01944,Paint & Finishing,Moderate,2025-12-29,2026-01-12,,In Progress,Delta Construction Group,0
SNG-00785,HAN-0223,MER-P2-B4-01944,Electrical,Minor,2025-12-17,2025-12-24,,In Progress,Cairo Structural Works,0
SNG-00786,HAN-0223,MER-P2-B4-01944,Electrical,Moderate,2025-12-24,2026-01-07,,Open,Nile Engineering Contractors,0
SNG-00787,HAN-0223,MER-P2-B4-01944,Plumbing,Major,2025-12-15,2026-01-14,,In Progress,Modern Facade Systems,0
