unit_id,project_id,phase,building,floor,unit_type,bedrooms,built_up_area_sqm,garden_area_sqm,terrace_area_sqm,view_type,list_price,price_per_sqm,release_date,unit_status,reservation_date,contract_date,cancellation_date,buyer_id,broker_id,sales_agent_id,discount_pct,net_contract_value,payment_plan_years,down_payment_pct,expected_handover_date,forecast_handover_date,construction_completion_pct,days_on_market,availability_bucket
MER-P1-B3-01741,MER,Phase 1,Building C,8,Apartment,3,207.4,26.4,15.8,Skyline View,10629250.0,51250.0,2023-07-09,handed_over,2025-09-10,2025-10-08,,CUS-001185,,AGT-029,5.7,10023382.75,4,18.0,2025-10-31,2025-10-31,93.0,794,365+ days
MER-P1-B3-01742,MER,Phase 1,Building C,12,Apartment,2,144.3,0.0,15.2,Skyline View,7089026.1,49127.0,2023-01-30,handed_over,2025-08-03,2025-08-28,,CUS-001121,,AGT-030,3.5,6840910.19,4,23.6,2025-10-31,2025-10-31,93.0,916,365+ days
MER-P1-B3-01743,MER,Phase 1,Building C,8,Apartment,2,102.3,0.0,0.0,Garden View,5494226.1,53707.0,2024-07-10,available,,,,,,,,,,,,,93.0,720,365+ days
MER-P1-B3-01744,MER,Phase 1,Building C,7,Apartment,4,185.5,0.0,27.8,Courtyard View,8505731.5,45853.0,2023-07-02,handed_over,2026-01-13,2026-02-07,,CUS-001205,,AGT-032,3.2,8233548.09,5,16.3,2025-10-31,2025-10-31,93.0,926,365+ days
MER-P1-B3-01745,MER,Phase 1,Building C,5,Duplex,3,232.8,0.0,12.4,Skyline View,11092687.2,47649.0,2023-05-13,handed_over,2025-03-24,2025-04-08,,CUS-001163,BRK-08,AGT-032,2.3,10837555.39,5,18.6,2025-10-31,2025-10-31,93.0,681,365+ days
MER-P1-B3-01746,MER,Phase 1,Building C,14,Apartment,3,132.2,0.0,0.0,Pool View,6771548.4,51222.0,2023-08-08,contracted,2025-10-03,2025-10-24,,CUS-001238,,AGT-029,5.4,6405884.79,4,20.9,2025-10-31,2025-10-31,93.0,787,365+ days
MER-P1-B3-01747,MER,Phase 1,Building C,5,Apartment,4,168.2,0.0,0.0,Street View,8888529.0,52845.0,2023-09-19,handed_over,2025-12-25,2025-12-26,,CUS-001105,,AGT-029,4.3,8506322.25,4,22.2,2025-10-31,2025-10-31,93.0,828,365+ days
MER-P1-B3-01748,MER,Phase 1,Building C,8,Apartment,4,233.1,0.0,25.4,Skyline View,12575045.7,53947.0,2023-10-27,available,,,,,,,,,,,,,93.0,977,365+ days
MER-P1-B3-01749,MER,Phase 1,Building C,10,Apartment,4,177.1,0.0,0.0,Garden View,8072749.3,45583.0,2024-03-12,contracted,2025-03-27,2025-04-10,,CUS-001100,,AGT-029,2.8,7846712.32,6,21.8,2025-10-31,2025-10-31,93.0,380,365+ days
MER-P1-B3-01750,MER,Phase 1,Building C,13,Duplex,5,113.2,0.0,0.0,Pool View,4975479.6,43953.0,2023-02-14,handed_over,2025-01-01,2025-01-13,,CUS-001324,,AGT-029,4.0,4776460.42,6,16.2,2025-10-31,2025-10-31,93.0,687,365+ days
MER-P1-B3-01751,MER,Phase 1,Building C,6,Apartment,3,125.8,0.0,0.0,Pool View,5453807.4,43353.0,2024-02-22,handed_over,2025-02-12,2025-03-06,,CUS-001110,BRK-05,AGT-031,2.7,5306554.6,3,24.0,2025-10-31,2025-10-31,93.0,356,181-365 days
MER-P1-B3-01752,MER,Phase 1,Building C,1,Apartment,4,115.6,49.7,25.3,Pool View,6126222.0,52995.0,2023-07-08,contracted,2024-12-14,2025-01-03,,CUS-001206,,AGT-030,4.5,5850542.01,5,18.1,2025-10-31,2025-10-31,93.0,525,365+ days
MER-P1-B3-01753,MER,Phase 1,Building C,0,Apartment,4,201.5,0.0,0.0,Garden View,10035103.0,49802.0,2023-09-28,handed_over,2025-12-20,2026-01-11,,CUS-001367,,AGT-029,4.0,9633698.88,3,22.7,2025-10-31,2025-10-31,93.0,814,365+ days
MER-P1-B3-01754,MER,Phase 1,Building C,6,Apartment,2,112.4,42.3,0.0,Garden View,5121393.6,45564.0,2023-06-30,contracted,2026-05-03,2026-05-04,,CUS-001096,,AGT-031,6.0,4814109.98,5,17.6,2025-10-31,2025-10-31,93.0,1038,365+ days
MER-P1-B3-01755,MER,Phase 1,Building C,6,Apartment,4,202.2,0.0,0.0,Skyline View,9011447.4,44567.0,2023-07-23,contracted,2025-02-21,2025-03-10,,CUS-001219,BRK-09,AGT-029,4.8,8578897.92,5,20.1,2025-10-31,2025-10-31,93.0,579,365+ days
MER-P1-B3-01756,MER,Phase 1,Building C,6,Apartment,2,163.0,6.7,0.0,Garden View,6477457.0,39739.0,2023-10-08,handed_over,2024-11-23,2024-12-19,,CUS-001275,,AGT-029,4.4,6192448.89,5,17.8,2025-10-31,2025-10-31,93.0,412,365+ days
MER-P1-B3-01757,MER,Phase 1,Building C,13,Apartment,3,239.6,0.0,11.9,Garden View,10864422.4,45344.0,2024-04-24,contracted,2024-09-15,2024-09-16,,CUS-001272,BRK-11,AGT-031,5.6,10256014.75,4,24.6,2025-10-31,2025-10-31,93.0,144,91-180 days
MER-P1-B3-01758,MER,Phase 1,Building C,10,Apartment,2,184.8,0.0,17.2,Pool View,9466934.4,51228.0,2023-03-17,handed_over,2026-04-01,2026-04-21,,CUS-001111,,AGT-029,4.8,9012521.55,4,21.5,2025-10-31,2025-10-31,93.0,1111,365+ days
MER-P1-B3-01759,MER,Phase 1,Building C,14,Apartment,2,145.4,0.0,27.8,Pool View,7694858.8,52922.0,2023-10-11,contracted,2025-06-16,2025-07-03,,CUS-001124,,AGT-029,2.8,7479402.75,3,20.2,2025-10-31,2025-10-31,93.0,614,365+ days
MER-P1-B3-01760,MER,Phase 1,Building C,9,Apartment,3,144.4,42.9,14.1,Skyline View,7725111.2,53498.0,2024-04-16,handed_over,2025-07-27,2025-09-18,,CUS-001213,,AGT-031,5.0,7338855.64,6,17.2,2025-10-31,2025-10-31,93.0,467,365+ days
MER-P1-B3-01761,MER,Phase 1,Building C,4,Duplex,3,236.7,0.0,11.1,Skyline View,12444975.9,52577.0,2024-04-03,available,,,,,,,,,,,,,93.0,818,365+ days
MER-P1-B3-01762,MER,Phase 1,Building C,1,Duplex,3,102.9,0.0,15.3,Street View,4145326.5,40285.0,2023-06-10,handed_over,2026-01-13,2026-02-16,,CUS-001378,,AGT-031,4.1,3975368.11,3,22.0,2025-10-31,2025-10-31,93.0,948,365+ days
MER-P1-B3-01763,MER,Phase 1,Building C,0,Apartment,3,233.4,22.0,26.1,Courtyard View,12151504.2,52063.0,2024-01-21,contracted,2025-09-28,2025-10-16,,CUS-001208,,AGT-030,4.0,11665444.03,3,18.9,2025-10-31,2025-10-31,93.0,616,365+ days
MER-P1-B4-01764,MER,Phase 1,Building D,11,Apartment,4,212.6,0.0,18.8,Pool View,10585354.0,49790.0,2024-01-02,handed_over,2025-08-06,2025-09-04,,CUS-001168,,AGT-029,5.9,9960818.11,6,17.5,2025-10-31,2025-10-31,93.0,582,365+ days
MER-P1-B4-01765,MER,Phase 1,Building D,9,Duplex,3,211.4,0.0,10.6,Street View,8952790.0,42350.0,2022-12-06,contracted,2025-11-11,2025-11-27,,CUS-001306,,AGT-029,3.5,8639442.35,5,18.6,2025-10-31,2025-10-31,93.0,1071,365+ days
MER-P1-B4-01766,MER,Phase 1,Building D,3,Duplex,3,213.4,35.3,0.0,Pool View,9831764.8,46072.0,2023-08-01,contracted,2024-07-15,2024-08-07,,CUS-001127,,AGT-032,2.7,9566307.15,4,24.9,2025-10-31,2025-10-31,93.0,349,181-365 days
MER-P1-B4-01767,MER,Phase 1,Building D,11,Apartment,3,192.1,0.0,24.6,Street View,10198012.7,53087.0,2023-06-26,reserved,2025-06-21,,,CUS-001116,,AGT-031,4.8,9708508.09,5,23.9,2025-10-31,2025-10-31,93.0,726,365+ days
MER-P1-B4-01768,MER,Phase 1,Building D,9,Apartment,2,209.0,0.0,24.5,Garden View,11392590.0,54510.0,2023-07-11,handed_over,2026-02-16,2026-02-17,,CUS-001129,,AGT-029,5.1,10811567.91,5,22.7,2025-10-31,2025-10-31,93.0,951,365+ days
MER-P1-B4-01769,MER,Phase 1,Building D,0,Apartment,3,134.0,0.0,22.6,Skyline View,6979390.0,52085.0,2023-07-01,contracted,2024-10-28,2024-11-19,,CUS-001201,,AGT-031,5.1,6623441.11,6,16.7,2025-10-31,2025-10-31,93.0,485,365+ days
MER-P1-B4-01770,MER,Phase 1,Building D,9,Duplex,3,167.9,0.0,11.8,Street View,7876356.9,46911.0,2024-08-12,contracted,2025-08-23,2025-08-28,,CUS-001299,,AGT-030,4.5,7521920.84,5,21.6,2025-10-31,2025-10-31,93.0,376,365+ days
MER-P1-B4-01771,MER,Phase 1,Building D,14,Apartment,2,143.1,32.2,21.8,Pool View,6188931.9,43249.0,2024-05-13,reserved,2026-06-04,,,CUS-001202,,AGT-029,3.1,5997075.01,6,15.6,2025-10-31,2025-10-31,93.0,752,365+ days
MER-P1-B4-01772,MER,Phase 1,Building D,10,Apartment,4,101.9,0.0,15.9,Skyline View,4551159.7,44663.0,2023-07-10,handed_over,2025-03-07,2025-04-10,,CUS-001142,,AGT-030,3.5,4391869.11,4,18.0,2025-10-31,2025-10-31,93.0,606,365+ days
MER-P1-B4-01773,MER,Phase 1,Building D,11,Duplex,5,217.6,0.0,24.1,Garden View,8912025.6,40956.0,2024-05-13,contracted,2024-07-06,2024-07-09,,CUS-001302,,AGT-029,3.5,8600104.7,5,15.2,2025-10-31,2025-10-31,93.0,54,31-90 days
MER-P1-B4-01774,MER,Phase 1,Building D,0,Apartment,2,156.2,0.0,0.0,Courtyard View,8332801.4,53347.0,2024-08-21,contracted,2025-11-21,2025-12-06,,CUS-001144,,AGT-032,4.6,7949492.54,3,19.7,2025-10-31,2025-10-31,93.0,457,365+ days
MER-P1-B4-01775,MER,Phase 1,Building D,2,Apartment,3,117.5,0.0,0.0,Street View,4566990.0,38868.0,2023-05-11,handed_over,2025-09-24,2025-10-14,,CUS-001336,,AGT-032,2.5,4452815.25,5,19.6,2025-10-31,2025-10-31,93.0,867,365+ days
MER-P1-B4-01776,MER,Phase 1,Building D,8,Apartment,4,160.5,0.0,0.0,Courtyard View,8335246.5,51933.0,2024-02-16,handed_over,2025-03-10,2025-03-18,,CUS-001314,BRK-05,AGT-029,2.5,8126865.34,3,18.2,2025-10-31,2025-10-31,93.0,388,365+ days
MER-P1-B4-01777,MER,Phase 1,Building D,5,Apartment,4,219.0,46.2,14.5,Pool View,11960466.0,54614.0,2023-01-31,available,,,,,,,,,,,,,93.0,1246,365+ days
MER-P1-B4-01778,MER,Phase 1,Building D,1,Apartment,3,233.7,0.0,27.9,Pool View,12449900.1,53273.0,2024-02-06,handed_over,2024-10-10,2024-10-19,,CUS-001370,,AGT-031,5.6,11752705.69,4,22.4,2025-10-31,2025-10-31,93.0,247,181-365 days
MER-P1-B4-01779,MER,Phase 1,Building D,13,Apartment,3,150.3,0.0,17.0,Courtyard View,8128825.2,54084.0,2023-09-04,handed_over,2026-05-31,2026-06-28,,CUS-001126,,AGT-031,4.2,7787414.54,5,18.3,2025-10-31,2025-10-31,93.0,1000,365+ days
MER-P1-B4-01780,MER,Phase 1,Building D,9,Apartment,2,115.5,0.0,0.0,Street View,4927461.0,42662.0,2023-02-16,cancelled,2024-11-17,2024-11-27,2025-01-04,CUS-001366,,AGT-031,2.8,4789492.09,4,17.0,2025-10-31,2025-10-31,93.0,640,365+ days
MER-P1-B4-01781,MER,Phase 1,Building D,4,Apartment,2,187.9,13.0,24.8,Skyline View,8551329.0,45510.0,2024-03-13,handed_over,2025-08-11,2025-08-24,,CUS-001286,,AGT-031,2.6,8328994.45,4,22.5,2025-10-31,2025-10-31,93.0,516,365+ days
MER-P1-B4-01782,MER,Phase 1,Building D,9,Apartment,4,101.1,13.0,0.0,Street View,4160467.2,41152.0,2024-02-01,handed_over,2025-12-09,2026-01-09,,CUS-001191,,AGT-029,3.1,4031492.72,4,20.6,2025-10-31,2025-10-31,93.0,677,365+ days
MER-P1-B4-01783,MER,Phase 1,Building D,3,Duplex,3,116.2,31.9,0.0,Street View,4481369.2,38566.0,2024-05-30,contracted,2025-11-29,2025-12-16,,CUS-001301,,AGT-031,2.9,4351409.49,3,23.3,2025-10-31,2025-10-31,93.0,548,365+ days
MER-P1-B4-01784,MER,Phase 1,Building D,14,Apartment,4,161.2,0.0,18.4,Garden View,8515228.8,52824.0,2023-03-15,reserved,2026-04-04,,,CUS-001257,,AGT-032,5.4,8055406.44,4,24.9,2025-10-31,2025-10-31,93.0,1116,365+ days
MER-P1-B4-01785,MER,Phase 1,Building D,4,Apartment,3,214.2,0.0,0.0,Pool View,9085293.0,42415.0,2023-06-10,reserved,2025-10-23,,,CUS-001267,,AGT-030,2.4,8867245.97,4,16.9,2025-10-31,2025-10-31,93.0,866,365+ days
MER-P1-B4-01786,MER,Phase 1,Building D,6,Apartment,2,145.4,0.0,25.1,Courtyard View,5986845.0,41175.0,2023-03-26,handed_over,2025-06-23,2025-07-04,,CUS-001160,,AGT-031,2.6,5831187.03,3,15.8,2025-10-31,2025-10-31,93.0,820,365+ days
MER-P1-B4-01787,MER,Phase 1,Building D,13,Apartment,2,198.0,0.0,0.0,Pool View,7891488.0,39856.0,2022-12-11,contracted,2024-11-16,2024-12-15,,CUS-001303,,AGT-029,3.0,7654743.36,3,20.7,2025-10-31,2025-10-31,93.0,706,365+ days
MER-P1-B4-01788,MER,Phase 1,Building D,1,Duplex,4,172.2,0.0,14.2,Pool View,7499826.6,43553.0,2024-05-31,handed_over,2026-03-23,2026-04-03,,CUS-001154,BRK-14,AGT-031,3.9,7207333.36,4,18.6,2025-10-31,2025-10-31,93.0,661,365+ days
MER-P1-B4-01789,MER,Phase 1,Building D,0,Apartment,3,203.6,0.0,9.3,Garden View,9144897.6,44916.0,2024-09-02,handed_over,2026-06-12,2026-06-22,,CUS-001355,,AGT-032,3.9,8788246.59,3,15.7,2025-10-31,2025-10-31,93.0,648,365+ days
MER-P1-B4-01790,MER,Phase 1,Building D,3,Apartment,4,178.6,0.0,0.0,Courtyard View,9089847.0,50895.0,2023-06-04,handed_over,2025-01-29,2025-02-22,,CUS-001192,,AGT-031,2.9,8826241.44,3,23.6,2025-10-31,2025-10-31,93.0,605,365+ days
MER-P1-B4-01791,MER,Phase 1,Building D,6,Duplex,4,117.7,27.9,0.0,Garden View,6233862.8,52964.0,2023-04-01,handed_over,2024-08-11,2024-09-07,,CUS-001295,,AGT-031,4.2,5972040.56,5,19.7,2025-10-31,2025-10-31,93.0,498,365+ days
MER-P1-B4-01792,MER,Phase 1,Building D,1,Apartment,4,178.0,0.0,22.9,Skyline View,8791420.0,49390.0,2023-06-15,handed_over,2025-10-30,2025-12-03,,CUS-001253,,AGT-030,4.9,8360640.42,3,20.2,2025-10-31,2025-10-31,93.0,868,365+ days
MER-P1-B4-01793,MER,Phase 1,Building D,7,Apartment,2,103.0,0.0,29.2,Pool View,4555175.0,44225.0,2023-07-28,contracted,2025-06-13,2025-07-07,,CUS-001296,,AGT-031,5.3,4313750.73,5,24.8,2025-10-31,2025-10-31,93.0,686,365+ days
MER-P1-B4-01794,MER,Phase 1,Building D,6,Duplex,3,169.2,0.0,16.6,Pool View,8676406.8,51279.0,2023-01-28,contracted,2025-10-10,2025-11-02,,CUS-001183,,AGT-031,3.0,8416114.6,5,23.6,2025-10-31,2025-10-31,93.0,986,365+ days
MER-P1-B4-01795,MER,Phase 1,Building D,10,Apartment,3,167.1,0.0,27.7,Garden View,6478634.1,38771.0,2023-04-14,handed_over,2025-08-02,2025-08-20,,CUS-001179,,AGT-030,4.2,6206531.47,4,23.0,2025-10-31,2025-10-31,93.0,841,365+ days
MER-P1-B4-01796,MER,Phase 1,Building D,12,Apartment,4,163.9,0.0,15.6,Pool View,7203241.1,43949.0,2023-03-28,handed_over,2025-08-10,2025-09-03,,CUS-001258,,AGT-032,4.2,6900704.97,5,15.1,2025-10-31,2025-10-31,93.0,866,365+ days
MER-P1-B4-01797,MER,Phase 1,Building D,10,Apartment,4,139.8,0.0,11.4,Garden View,6052501.2,43294.0,2022-11-20,reserved,2025-08-23,,,CUS-001155,,AGT-031,5.1,5743823.64,3,19.8,2025-10-31,2025-10-31,93.0,1007,365+ days
MER-P1-B4-01798,MER,Phase 1,Building D,3,Apartment,3,176.0,0.0,27.1,Pool View,8310544.0,47219.0,2023-09-30,handed_over,2025-09-03,2025-09-15,,CUS-001291,,AGT-031,2.3,8119401.49,3,21.7,2025-10-31,2025-10-31,93.0,704,365+ days
MER-P1-B4-01799,MER,Phase 1,Building D,4,Apartment,2,122.5,0.0,0.0,Skyline View,5970895.0,48742.0,2024-05-21,available,,,,,,,,,,,,,93.0,770,365+ days
MER-P1-B4-01800,MER,Phase 1,Building D,8,Apartment,3,122.4,0.0,18.5,Skyline View,5005425.6,40894.0,2023-04-29,contracted,2026-02-14,2026-02-24,,CUS-001343,,AGT-029,4.8,4765165.17,5,22.5,2025-10-31,2025-10-31,93.0,1022,365+ days
MER-P2-B1-01801,MER,Phase 2,Building A,4,Apartment,2,179.8,0.0,13.6,Courtyard View,7197933.4,40033.0,2026-06-08,handed_over,2024-12-17,2024-12-25,,CUS-001101,,AGT-030,3.3,6960401.6,6,20.5,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01802,MER,Phase 2,Building A,2,Apartment,2,208.1,8.6,11.3,Skyline View,8060545.4,38734.0,2025-07-28,handed_over,2025-02-03,2025-03-07,,CUS-001312,,AGT-029,3.3,7794547.4,3,18.5,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01803,MER,Phase 2,Building A,13,Apartment,4,102.1,34.3,18.5,Skyline View,4774604.4,46764.0,2025-12-20,cancelled,2024-12-20,2025-01-14,2025-02-22,CUS-001229,,AGT-030,5.2,4526324.97,4,16.1,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01804,MER,Phase 2,Building A,6,Duplex,4,226.8,39.2,25.1,Courtyard View,10743969.6,47372.0,2026-02-03,handed_over,2025-10-03,2025-10-26,,CUS-001252,BRK-08,AGT-029,3.2,10400162.57,5,20.6,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01805,MER,Phase 2,Building A,3,Apartment,2,174.0,0.0,25.7,Courtyard View,7797114.0,44811.0,2025-12-11,handed_over,2024-08-10,2024-08-16,,CUS-001131,,AGT-032,5.0,7407258.3,5,21.4,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01806,MER,Phase 2,Building A,0,Duplex,4,188.0,0.0,24.2,Street View,9116120.0,48490.0,2025-09-17,handed_over,2026-01-30,2026-02-06,,CUS-001259,,AGT-029,5.7,8596501.16,6,17.6,2025-10-31,2025-10-31,93.0,135,91-180 days
MER-P2-B1-01807,MER,Phase 2,Building A,11,Apartment,4,126.9,21.0,0.0,Garden View,5749204.5,45305.0,2025-10-31,reserved,2024-11-06,,,CUS-001195,BRK-02,AGT-031,4.1,5513487.12,4,23.9,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01808,MER,Phase 2,Building A,11,Apartment,2,185.5,0.0,0.0,Pool View,8020463.5,43237.0,2025-12-03,handed_over,2024-10-17,2024-11-10,,CUS-001322,,AGT-030,3.1,7771829.13,3,19.7,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01809,MER,Phase 2,Building A,5,Duplex,5,169.3,0.0,0.0,Garden View,9216014.8,54436.0,2024-09-23,contracted,2024-09-05,2024-09-16,,CUS-001143,,AGT-029,3.6,8884238.27,6,22.3,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01810,MER,Phase 2,Building A,7,Apartment,3,154.6,22.6,0.0,Pool View,7200495.0,46575.0,2024-11-06,handed_over,2024-11-24,2024-12-06,,CUS-001103,,AGT-031,5.2,6826069.26,5,22.4,2025-10-31,2025-10-31,93.0,18,0-30 days
MER-P2-B1-01811,MER,Phase 2,Building A,12,Apartment,3,153.9,44.7,0.0,Garden View,7769641.5,50485.0,2025-05-18,handed_over,2025-01-29,2025-02-19,,CUS-001123,,AGT-032,3.7,7482164.76,5,19.8,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01812,MER,Phase 2,Building A,14,Apartment,3,175.4,3.0,15.1,Skyline View,7156320.0,40800.0,2025-05-20,contracted,2025-12-03,2025-12-04,,CUS-001178,,AGT-029,5.6,6755566.08,5,15.2,2025-10-31,2025-10-31,93.0,197,181-365 days
MER-P2-B1-01813,MER,Phase 2,Building A,14,Apartment,2,128.7,0.0,14.4,Street View,6647612.4,51652.0,2025-10-25,contracted,2024-08-05,2024-08-22,,CUS-001241,,AGT-029,3.6,6408298.35,3,23.4,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01814,MER,Phase 2,Building A,12,Apartment,2,174.8,0.0,26.2,Garden View,8576212.4,49063.0,2026-06-16,reserved,2025-12-07,,,CUS-001331,,AGT-031,3.8,8250316.33,6,24.5,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01815,MER,Phase 2,Building A,8,Duplex,3,134.5,2.5,13.7,Pool View,6389422.5,47505.0,2026-06-16,contracted,2025-01-25,2025-02-05,,CUS-001330,,AGT-032,6.0,6006057.15,5,21.6,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01816,MER,Phase 2,Building A,7,Duplex,5,157.1,0.0,19.8,Pool View,6628363.2,42192.0,2026-02-22,handed_over,2025-10-14,2025-10-15,,CUS-001332,,AGT-029,5.1,6290316.68,3,24.6,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01817,MER,Phase 2,Building A,9,Apartment,2,142.5,0.0,28.1,Street View,5797042.5,40681.0,2026-05-09,contracted,2025-12-04,2025-12-20,,CUS-001323,,AGT-032,5.3,5489799.25,6,15.4,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01818,MER,Phase 2,Building A,6,Apartment,4,111.8,11.3,0.0,Skyline View,5809016.2,51959.0,2026-05-19,handed_over,2024-12-23,2025-01-19,,CUS-001153,,AGT-029,4.9,5524374.41,5,21.3,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01819,MER,Phase 2,Building A,5,Duplex,5,187.8,0.0,19.4,Garden View,9352815.6,49802.0,2025-01-30,contracted,2025-08-28,2025-09-14,,CUS-001233,,AGT-032,4.8,8903880.45,3,16.5,2025-10-31,2025-10-31,93.0,210,181-365 days
MER-P2-B1-01820,MER,Phase 2,Building A,6,Duplex,5,204.5,29.5,25.0,Skyline View,9967943.5,48743.0,2025-06-01,contracted,2025-10-14,2025-10-29,,CUS-001222,,AGT-031,3.0,9668905.2,4,20.0,2025-10-31,2025-10-31,93.0,135,91-180 days
MER-P2-B1-01821,MER,Phase 2,Building A,4,Duplex,5,160.1,0.0,21.0,Courtyard View,7540549.9,47099.0,2025-07-01,contracted,2025-02-23,2025-02-27,,CUS-001246,,AGT-031,5.0,7163522.41,3,17.4,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01822,MER,Phase 2,Building A,11,Apartment,4,99.6,0.0,0.0,Skyline View,4086388.8,41028.0,2025-11-07,cancelled,2024-09-12,,2024-10-21,CUS-001098,,AGT-032,4.6,3898414.92,4,17.5,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01823,MER,Phase 2,Building A,11,Duplex,3,199.8,7.3,0.0,Courtyard View,9109081.8,45591.0,2025-09-17,contracted,2025-01-24,2025-02-03,,CUS-001274,,AGT-031,4.8,8671845.87,3,22.0,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01824,MER,Phase 2,Building A,13,Apartment,3,98.7,0.0,0.0,Garden View,4751023.2,48136.0,2025-11-12,reserved,2025-12-16,,,CUS-001122,,AGT-029,3.2,4598990.46,4,17.4,2025-10-31,2025-10-31,93.0,34,31-90 days
MER-P2-B1-01825,MER,Phase 2,Building A,13,Apartment,2,151.5,0.0,0.0,Garden View,6378907.5,42105.0,2026-05-03,available,,,,,,,,,,,,,93.0,58,31-90 days
MER-P2-B1-01826,MER,Phase 2,Building A,6,Apartment,4,214.6,0.0,8.1,Garden View,9106551.0,42435.0,2024-10-17,handed_over,2026-01-14,2026-02-16,,CUS-001293,,AGT-032,4.9,8660330.0,6,24.2,2025-10-31,2025-10-31,93.0,454,365+ days
MER-P2-B1-01827,MER,Phase 2,Building A,1,Apartment,2,100.0,0.0,15.8,Skyline View,4296400.0,42964.0,2024-12-25,handed_over,2024-09-13,2024-09-20,,CUS-001237,,AGT-032,3.2,4158915.2,3,23.3,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01828,MER,Phase 2,Building A,2,Apartment,4,135.9,20.8,13.0,Garden View,6701093.1,49309.0,2025-01-12,reserved,2024-12-29,,,CUS-001138,,AGT-031,4.3,6412946.1,3,22.3,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01829,MER,Phase 2,Building A,13,Duplex,3,166.6,0.0,14.4,Street View,9054876.6,54351.0,2025-11-01,handed_over,2025-04-22,2025-05-12,,CUS-001156,,AGT-029,4.8,8620242.52,4,18.7,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01830,MER,Phase 2,Building A,12,Apartment,2,196.8,0.0,9.3,Skyline View,10541198.4,53563.0,2024-11-10,contracted,2025-03-26,2025-04-01,,CUS-001157,BRK-10,AGT-032,5.7,9940350.09,3,21.4,2025-10-31,2025-10-31,93.0,136,91-180 days
MER-P2-B1-01831,MER,Phase 2,Building A,12,Apartment,4,136.3,0.0,8.5,Courtyard View,7286052.8,53456.0,2024-12-29,contracted,2026-02-03,2026-02-14,,CUS-001346,,AGT-029,5.9,6856175.68,6,22.1,2025-10-31,2025-10-31,93.0,401,365+ days
MER-P2-B1-01832,MER,Phase 2,Building A,13,Apartment,3,108.0,58.3,0.0,Pool View,5454540.0,50505.0,2026-04-02,reserved,2024-12-12,,,CUS-001310,,AGT-032,4.5,5209085.7,3,21.5,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01833,MER,Phase 2,Building A,0,Apartment,2,146.4,0.0,10.8,Skyline View,6857668.8,46842.0,2026-06-02,reserved,2026-02-12,,,CUS-001214,,AGT-030,4.7,6535358.37,4,22.9,2025-10-31,2025-10-31,93.0,0,0-30 days
MER-P2-B1-01834,MER,Phase 2,Building A,12,Apartment,4,226.5,23.1,0.0,Skyline View,10655919.0,47046.0,2024-11-20,reserved,2026-03-21,,,CUS-001243,,AGT-030,3.0,10336241.43,3,21.8,2025-10-31,2025-10-31,93.0,486,365+ days
MER-P2-B1-01835,MER,Phase 2,Building A,12,Apartment,4,216.1,0.0,0.0,Street View,9733576.2,45042.0,2025-02-12,contracted,2025-09-20,2025-10-14,,CUS-001356,,AGT-032,4.1,9334499.58,4,20.1,2025-10-31,2025-10-31,93.0,220,181-365 days
MER-P2-B1-01836,MER,Phase 2,Building A,10,Duplex,4,172.8,13.0,24.6,Courtyard View,9380102.4,54283.0,2025-01-21,cancelled,2026-01-30,,2026-03-22,CUS-001315,BRK-13,AGT-031,3.4,9061178.92,5,19.0,2025-10-31,2025-10-31,93.0,374,365+ days
MER-P2-B1-01837,MER,Phase 2,Building A,14,Apartment,2,150.4,55.7,18.5,Skyline View,7813881.6,51954.0,2026-04-20,contracted,2024-08-16,2024-08-30,,CUS-001362,,AGT-032,3.6,7532581.86,4,22.3,2025-10-31,2025-10-31,93.0,0,0-30 days
